ID,State,Date,Total_Deaths,New_Deaths
13359,Nebraska,2/11/2020,0,0
13360,Nebraska,2/12/2020,0,0
13361,Nebraska,2/13/2020,0,0
13362,Nebraska,2/14/2020,0,0
13363,Nebraska,2/15/2020,0,0
13364,Nebraska,2/16/2020,0,0
13365,Nebraska,2/17/2020,0,0
13366,Nebraska,2/18/2020,0,0
13367,Nebraska,2/19/2020,0,0
13368,Nebraska,2/20/2020,0,0
13369,Nebraska,2/21/2020,0,0
13370,Nebraska,2/22/2020,0,0
13371,Nebraska,2/23/2020,0,0
13372,Nebraska,2/24/2020,0,0
13373,Nebraska,2/25/2020,0,0
13374,Nebraska,2/26/2020,0,0
13375,Nebraska,2/27/2020,0,0
13376,Nebraska,2/28/2020,0,0
13377,Nebraska,2/29/2020,0,0
13378,Nebraska,3/1/2020,0,0
13379,Nebraska,3/2/2020,0,0
13380,Nebraska,3/3/2020,0,0
13381,Nebraska,3/4/2020,0,0
13382,Nebraska,3/5/2020,0,0
13383,Nebraska,3/6/2020,0,0
13384,Nebraska,3/7/2020,0,0
13385,Nebraska,3/8/2020,0,0
13386,Nebraska,3/9/2020,0,0
13387,Nebraska,3/10/2020,0,0
13388,Nebraska,3/11/2020,0,0
13389,Nebraska,3/12/2020,0,0
13390,Nebraska,3/13/2020,0,0
13391,Nebraska,3/14/2020,0,0
13392,Nebraska,3/15/2020,0,0
13393,Nebraska,3/16/2020,0,0
13394,Nebraska,3/17/2020,0,0
13395,Nebraska,3/18/2020,0,0
13396,Nebraska,3/19/2020,0,0
13397,Nebraska,3/20/2020,0,0
13398,Nebraska,3/21/2020,0,0
13399,Nebraska,3/22/2020,0,0
13400,Nebraska,3/23/2020,0,0
13401,Nebraska,3/24/2020,0,0
13402,Nebraska,3/25/2020,0,0
13403,Nebraska,3/26/2020,0,0
13404,Nebraska,3/27/2020,2,2
13405,Nebraska,3/28/2020,2,0
13406,Nebraska,3/29/2020,2,0
13407,Nebraska,3/30/2020,2,0
13408,Nebraska,3/31/2020,3,1
13409,Nebraska,4/1/2020,4,1
13410,Nebraska,4/2/2020,5,1
13411,Nebraska,4/3/2020,6,1
13412,Nebraska,4/4/2020,8,2
13413,Nebraska,4/5/2020,8,0
13414,Nebraska,4/6/2020,8,0
13415,Nebraska,4/7/2020,10,2
13416,Nebraska,4/8/2020,14,4
13417,Nebraska,4/9/2020,15,1
13418,Nebraska,4/10/2020,17,2
13419,Nebraska,4/11/2020,17,0
13420,Nebraska,4/12/2020,17,0
13421,Nebraska,4/13/2020,18,1
13422,Nebraska,4/14/2020,20,2
13423,Nebraska,4/15/2020,21,1
13424,Nebraska,4/16/2020,24,3
13425,Nebraska,4/17/2020,24,0
13426,Nebraska,4/18/2020,28,4
13427,Nebraska,4/19/2020,28,0
13428,Nebraska,4/20/2020,33,5
13429,Nebraska,4/21/2020,38,5
13430,Nebraska,4/22/2020,42,4
13431,Nebraska,4/23/2020,47,5
13432,Nebraska,4/24/2020,50,3
13433,Nebraska,4/25/2020,53,3
13434,Nebraska,4/26/2020,56,3
13435,Nebraska,4/27/2020,55,-1
13436,Nebraska,4/28/2020,55,0
13437,Nebraska,4/29/2020,68,13
13438,Nebraska,4/30/2020,70,2
13439,Nebraska,5/1/2020,73,3
13440,Nebraska,5/2/2020,76,3
13441,Nebraska,5/3/2020,78,2
13442,Nebraska,5/4/2020,78,0
13443,Nebraska,5/5/2020,82,4
13444,Nebraska,5/6/2020,86,4
13445,Nebraska,5/7/2020,90,4
13446,Nebraska,5/8/2020,92,2
13447,Nebraska,5/9/2020,96,4
13448,Nebraska,5/10/2020,98,2
13449,Nebraska,5/11/2020,100,2
13450,Nebraska,5/12/2020,103,3
13451,Nebraska,5/13/2020,107,4
13452,Nebraska,5/14/2020,113,6
13453,Nebraska,5/15/2020,119,6
13454,Nebraska,5/16/2020,123,4
13455,Nebraska,5/17/2020,123,0
13456,Nebraska,5/18/2020,125,2
13457,Nebraska,5/19/2020,132,7
13458,Nebraska,5/20/2020,138,6
13459,Nebraska,5/21/2020,143,5
13460,Nebraska,5/22/2020,147,4
13461,Nebraska,5/23/2020,147,0
13462,Nebraska,5/24/2020,150,3
13463,Nebraska,5/25/2020,150,0
13464,Nebraska,5/26/2020,153,3
13465,Nebraska,5/27/2020,163,10
13466,Nebraska,5/28/2020,164,1
13467,Nebraska,5/29/2020,170,6
13468,Nebraska,5/30/2020,170,0
13469,Nebraska,5/31/2020,170,0
13470,Nebraska,6/1/2020,178,8
13471,Nebraska,6/2/2020,181,3
13472,Nebraska,6/3/2020,187,6
13473,Nebraska,6/4/2020,186,-1
13474,Nebraska,6/5/2020,186,0
13475,Nebraska,6/6/2020,188,2
13476,Nebraska,6/7/2020,188,0
13477,Nebraska,6/8/2020,188,0
13478,Nebraska,6/9/2020,191,3
13479,Nebraska,6/10/2020,195,4
13480,Nebraska,6/11/2020,212,17
13481,Nebraska,6/12/2020,216,4
13482,Nebraska,6/13/2020,216,0
13483,Nebraska,6/14/2020,216,0
13484,Nebraska,6/15/2020,220,4
13485,Nebraska,6/16/2020,231,11
13486,Nebraska,6/17/2020,234,3
13487,Nebraska,6/18/2020,240,6
13488,Nebraska,6/19/2020,244,4
13489,Nebraska,6/20/2020,244,0
13490,Nebraska,6/21/2020,244,0
13491,Nebraska,6/22/2020,249,5
13492,Nebraska,6/23/2020,256,7
13493,Nebraska,6/24/2020,257,1
13494,Nebraska,6/25/2020,260,3
13495,Nebraska,6/26/2020,266,6
13496,Nebraska,6/27/2020,267,1
13497,Nebraska,6/28/2020,267,0
13498,Nebraska,6/29/2020,269,2
13499,Nebraska,6/30/2020,274,5
13500,Nebraska,7/1/2020,276,2
13501,Nebraska,7/2/2020,282,6
13502,Nebraska,7/3/2020,284,2
13503,Nebraska,7/4/2020,284,0
13504,Nebraska,7/5/2020,284,0
13505,Nebraska,7/6/2020,283,-1
13506,Nebraska,7/7/2020,282,-1
13507,Nebraska,7/8/2020,282,0
13508,Nebraska,7/9/2020,284,2
13509,Nebraska,7/10/2020,286,2
13510,Nebraska,7/11/2020,285,-1
13511,Nebraska,7/12/2020,285,0
13512,Nebraska,7/13/2020,288,3
13513,Nebraska,7/14/2020,286,-2
13514,Nebraska,7/15/2020,291,5
13515,Nebraska,7/16/2020,299,8
13516,Nebraska,7/17/2020,301,2
13517,Nebraska,7/18/2020,301,0
13518,Nebraska,7/19/2020,301,0
13519,Nebraska,7/20/2020,313,12
13520,Nebraska,7/21/2020,310,-3
13521,Nebraska,7/22/2020,311,1
13522,Nebraska,7/23/2020,316,5
13523,Nebraska,7/24/2020,316,0
13524,Nebraska,7/25/2020,316,0
13525,Nebraska,7/26/2020,316,0
13526,Nebraska,7/27/2020,317,1
13527,Nebraska,7/28/2020,321,4
13528,Nebraska,7/29/2020,324,3
13529,Nebraska,7/30/2020,328,4
13530,Nebraska,7/31/2020,332,4
13531,Nebraska,8/1/2020,332,0
13532,Nebraska,8/2/2020,332,0
13533,Nebraska,8/3/2020,332,0
13534,Nebraska,8/4/2020,332,0
13535,Nebraska,8/5/2020,335,3
13536,Nebraska,8/6/2020,340,5
13537,Nebraska,8/7/2020,345,5
13538,Nebraska,8/8/2020,345,0
13539,Nebraska,8/9/2020,345,0
13540,Nebraska,8/10/2020,348,3
13541,Nebraska,8/11/2020,351,3
13542,Nebraska,8/12/2020,356,5
13543,Nebraska,8/13/2020,360,4
13544,Nebraska,8/14/2020,361,1
13545,Nebraska,8/15/2020,361,0
13546,Nebraska,8/16/2020,361,0
13547,Nebraska,8/17/2020,362,1
13548,Nebraska,8/18/2020,368,6
13549,Nebraska,8/19/2020,371,3
13550,Nebraska,8/20/2020,373,2
13551,Nebraska,8/21/2020,376,3
13552,Nebraska,8/22/2020,376,0
13553,Nebraska,8/23/2020,378,2
13554,Nebraska,8/24/2020,383,5
13555,Nebraska,8/25/2020,383,0
13556,Nebraska,8/26/2020,386,3
13557,Nebraska,8/27/2020,391,5
13558,Nebraska,8/28/2020,392,1
13559,Nebraska,8/29/2020,392,0
13560,Nebraska,8/30/2020,392,0
13561,Nebraska,8/31/2020,397,5
13562,Nebraska,9/1/2020,399,2
13563,Nebraska,9/2/2020,399,0
13564,Nebraska,9/3/2020,404,5
13565,Nebraska,9/4/2020,404,0
13566,Nebraska,9/5/2020,404,0
13567,Nebraska,9/6/2020,404,0
13568,Nebraska,9/7/2020,404,0
13569,Nebraska,9/8/2020,406,2
13570,Nebraska,9/9/2020,421,15
13571,Nebraska,9/10/2020,430,9
13572,Nebraska,9/11/2020,434,4
13573,Nebraska,9/12/2020,434,0
13574,Nebraska,9/13/2020,434,0
13575,Nebraska,9/14/2020,435,1
13576,Nebraska,9/15/2020,436,1
13577,Nebraska,9/16/2020,439,3
13578,Nebraska,9/17/2020,442,3
13579,Nebraska,9/18/2020,442,0
13580,Nebraska,9/19/2020,442,0
13581,Nebraska,9/20/2020,442,0
13582,Nebraska,9/21/2020,452,10
13583,Nebraska,9/22/2020,461,9
13584,Nebraska,9/23/2020,462,1
13585,Nebraska,9/24/2020,462,0
13586,Nebraska,9/25/2020,468,6
13587,Nebraska,9/26/2020,469,1
13588,Nebraska,9/27/2020,470,1
13589,Nebraska,9/28/2020,472,2
13590,Nebraska,9/29/2020,478,6
13591,Nebraska,9/30/2020,478,0
13592,Nebraska,10/1/2020,493,15
13593,Nebraska,10/2/2020,493,0
13594,Nebraska,10/3/2020,497,4
13595,Nebraska,10/4/2020,501,4
13596,Nebraska,10/5/2020,503,2
13597,Nebraska,10/6/2020,507,4
13598,Nebraska,10/7/2020,507,0
13599,Nebraska,10/8/2020,514,7
13600,Nebraska,10/9/2020,514,0
13601,Nebraska,10/10/2020,519,5
13602,Nebraska,10/11/2020,519,0
13603,Nebraska,10/12/2020,522,3
13604,Nebraska,10/13/2020,527,5
13605,Nebraska,10/14/2020,530,3
13606,Nebraska,10/15/2020,535,5
13607,Nebraska,10/16/2020,547,12
13608,Nebraska,10/17/2020,548,1
13609,Nebraska,10/18/2020,548,0
13610,Nebraska,10/19/2020,554,6
13611,Nebraska,10/20/2020,565,11
13612,Nebraska,10/21/2020,576,11
13613,Nebraska,10/22/2020,587,11
13614,Nebraska,10/23/2020,591,4
13615,Nebraska,10/24/2020,595,4
13616,Nebraska,10/25/2020,596,1
13617,Nebraska,10/26/2020,603,7
13618,Nebraska,10/27/2020,620,17
13619,Nebraska,10/28/2020,628,8
13620,Nebraska,10/29/2020,637,9
13621,Nebraska,10/30/2020,646,9
13622,Nebraska,10/31/2020,652,6
13623,Nebraska,11/1/2020,654,2
13624,Nebraska,11/2/2020,656,2
13625,Nebraska,11/3/2020,660,4
13626,Nebraska,11/4/2020,669,9
13627,Nebraska,11/5/2020,674,5
13628,Nebraska,11/6/2020,701,27
13629,Nebraska,11/7/2020,703,2
13630,Nebraska,11/8/2020,703,0
13631,Nebraska,11/9/2020,710,7
13632,Nebraska,11/10/2020,730,20
13633,Nebraska,11/11/2020,731,1
13634,Nebraska,11/12/2020,756,25
13635,Nebraska,11/13/2020,775,19
13636,Nebraska,11/14/2020,779,4
13637,Nebraska,11/15/2020,779,0
13638,Nebraska,11/16/2020,797,18
13639,Nebraska,11/17/2020,816,19
13640,Nebraska,11/18/2020,826,10
13641,Nebraska,11/19/2020,854,28
13642,Nebraska,11/20/2020,897,43
13643,Nebraska,11/21/2020,905,8
13644,Nebraska,11/22/2020,909,4
13645,Nebraska,11/23/2020,934,25
13646,Nebraska,11/24/2020,950,16
13647,Nebraska,11/25/2020,978,28
13648,Nebraska,11/26/2020,982,4
13649,Nebraska,11/27/2020,984,2
13650,Nebraska,11/28/2020,989,5
13651,Nebraska,11/29/2020,989,0
13652,Nebraska,11/30/2020,1018,29
13653,Nebraska,12/1/2020,1080,62
13654,Nebraska,12/2/2020,1128,48
13655,Nebraska,12/3/2020,1159,31
13656,Nebraska,12/4/2020,1186,27
13657,Nebraska,12/5/2020,1194,8
13658,Nebraska,12/6/2020,1205,11
13659,Nebraska,12/7/2020,1236,31
13660,Nebraska,12/8/2020,1277,41
13661,Nebraska,12/9/2020,1294,17
13662,Nebraska,12/10/2020,1329,35
13663,Nebraska,12/11/2020,1343,14
13664,Nebraska,12/12/2020,1365,22
13665,Nebraska,12/13/2020,1373,8
13666,Nebraska,12/14/2020,1418,45
13667,Nebraska,12/15/2020,1438,20
13668,Nebraska,12/16/2020,1448,10
13669,Nebraska,12/17/2020,1453,5
13670,Nebraska,12/18/2020,1470,17
13671,Nebraska,12/19/2020,1475,5
13672,Nebraska,12/20/2020,1486,11
13673,Nebraska,12/21/2020,1511,25
13674,Nebraska,12/22/2020,1521,10
13675,Nebraska,12/23/2020,1561,40
13676,Nebraska,12/24/2020,1568,7
13677,Nebraska,12/25/2020,1558,-10
13678,Nebraska,12/26/2020,1559,1
13679,Nebraska,12/27/2020,1559,0
13680,Nebraska,12/28/2020,1587,28
13681,Nebraska,12/29/2020,1603,16
13682,Nebraska,12/30/2020,1611,8
13683,Nebraska,12/31/2020,1651,40
13684,Nebraska,1/1/2021,1668,17
13685,Nebraska,1/2/2021,1669,1
13686,Nebraska,1/3/2021,1672,3
13687,Nebraska,1/4/2021,1682,10
13688,Nebraska,1/5/2021,1692,10
13689,Nebraska,1/6/2021,1703,11
13690,Nebraska,1/7/2021,1811,108
13691,Nebraska,1/8/2021,1733,-78
13692,Nebraska,1/9/2021,1737,4
13693,Nebraska,1/10/2021,1760,23
13694,Nebraska,1/11/2021,1772,12
13695,Nebraska,1/12/2021,1791,19
13696,Nebraska,1/13/2021,1803,12
13697,Nebraska,1/14/2021,1818,15
13698,Nebraska,1/15/2021,1837,19
13699,Nebraska,1/16/2021,1837,0
13700,Nebraska,1/17/2021,1837,0
13701,Nebraska,1/18/2021,1842,5
13702,Nebraska,1/19/2021,1842,0
13703,Nebraska,1/20/2021,1862,20
13704,Nebraska,1/21/2021,1868,6
13705,Nebraska,1/22/2021,1878,10
13706,Nebraska,1/23/2021,1879,1
13707,Nebraska,1/24/2021,1879,0
13708,Nebraska,1/25/2021,1894,15
13709,Nebraska,1/26/2021,1905,11
13710,Nebraska,1/27/2021,1917,12
13711,Nebraska,1/28/2021,1921,4
13712,Nebraska,1/29/2021,1921,0
13713,Nebraska,1/30/2021,1920,-1
13714,Nebraska,1/31/2021,1920,0
13715,Nebraska,2/1/2021,1920,0
13716,Nebraska,2/2/2021,1931,11
13717,Nebraska,2/3/2021,1931,0
13718,Nebraska,2/4/2021,1958,27
13719,Nebraska,2/5/2021,1968,10
13720,Nebraska,2/6/2021,1968,0
13721,Nebraska,2/7/2021,1968,0
13722,Nebraska,2/8/2021,1978,10
13723,Nebraska,2/9/2021,1986,8
13724,Nebraska,2/10/2021,1986,0
13725,Nebraska,2/11/2021,2002,16
13726,Nebraska,2/12/2021,2002,0
13727,Nebraska,2/13/2021,2002,0
13728,Nebraska,2/14/2021,2003,1
13729,Nebraska,2/15/2021,2004,1
13730,Nebraska,2/16/2021,2004,0
13731,Nebraska,2/17/2021,2018,14
13732,Nebraska,2/18/2021,2025,7
13733,Nebraska,2/19/2021,2043,18
13734,Nebraska,2/20/2021,2047,4
13735,Nebraska,2/21/2021,2047,0
13736,Nebraska,2/22/2021,2050,3
13737,Nebraska,2/23/2021,2050,0
13738,Nebraska,2/24/2021,2063,13
13739,Nebraska,2/25/2021,2078,15
13740,Nebraska,2/26/2021,2078,0
13741,Nebraska,2/27/2021,2082,4
13742,Nebraska,2/28/2021,2082,0
13743,Nebraska,3/1/2021,2084,2
13744,Nebraska,3/2/2021,2091,7
13745,Nebraska,3/3/2021,2092,1
13746,Nebraska,3/4/2021,2112,20
13747,Nebraska,3/5/2021,2112,0
13748,Nebraska,3/6/2021,2113,1
13749,Nebraska,3/7/2021,2113,0
13750,Nebraska,3/8/2021,2110,-3
13751,Nebraska,3/9/2021,2120,10
13752,Nebraska,3/10/2021,2122,2
13753,Nebraska,3/11/2021,2124,2
13754,Nebraska,3/12/2021,2124,0
13755,Nebraska,3/13/2021,2127,3
13756,Nebraska,3/14/2021,2127,0
13757,Nebraska,3/15/2021,2127,0
13758,Nebraska,3/16/2021,2129,2
13759,Nebraska,3/17/2021,2130,1
13760,Nebraska,3/18/2021,2133,3
13761,Nebraska,3/19/2021,2133,0
13762,Nebraska,3/20/2021,2135,2
13763,Nebraska,3/21/2021,2135,0
13764,Nebraska,3/22/2021,2137,2
13765,Nebraska,3/23/2021,2137,0
13766,Nebraska,3/24/2021,2165,28
13767,Nebraska,3/25/2021,2175,10
13768,Nebraska,3/26/2021,2175,0
13769,Nebraska,3/27/2021,2175,0
13770,Nebraska,3/28/2021,2175,0
13771,Nebraska,3/29/2021,2177,2
13772,Nebraska,3/30/2021,2180,3
13773,Nebraska,3/31/2021,2180,0
13774,Nebraska,4/1/2021,2181,1
13775,Nebraska,4/2/2021,2181,0
13776,Nebraska,4/3/2021,2181,0
13777,Nebraska,4/4/2021,2181,0
13778,Nebraska,4/5/2021,2181,0
13779,Nebraska,4/6/2021,2183,2
13780,Nebraska,4/7/2021,2183,0
13781,Nebraska,4/8/2021,2219,36
13782,Nebraska,4/9/2021,2219,0
13783,Nebraska,4/10/2021,2220,1
13784,Nebraska,4/11/2021,2220,0
13785,Nebraska,4/12/2021,2226,6
13786,Nebraska,4/13/2021,2226,0
13787,Nebraska,4/14/2021,2226,0
13788,Nebraska,4/15/2021,2205,-21
13789,Nebraska,4/16/2021,2205,0
13790,Nebraska,4/17/2021,2213,8
13791,Nebraska,4/18/2021,2215,2
13792,Nebraska,4/19/2021,2222,7
13793,Nebraska,4/20/2021,2222,0
13794,Nebraska,4/21/2021,2232,10
13795,Nebraska,4/22/2021,2232,0
13796,Nebraska,4/23/2021,2241,9
13797,Nebraska,4/24/2021,2242,1
13798,Nebraska,4/25/2021,2242,0
13799,Nebraska,4/26/2021,2242,0
13800,Nebraska,4/27/2021,2242,0
13801,Nebraska,4/28/2021,2243,1
13802,Nebraska,4/29/2021,2244,1
13803,Nebraska,4/30/2021,2245,1
13804,Nebraska,5/1/2021,2245,0
13805,Nebraska,5/2/2021,2245,0
13806,Nebraska,5/3/2021,2245,0
13807,Nebraska,5/4/2021,2245,0
13808,Nebraska,5/5/2021,2249,4
13809,Nebraska,5/6/2021,2254,5
13810,Nebraska,5/7/2021,2254,0
13811,Nebraska,5/8/2021,2252,-2
13812,Nebraska,5/9/2021,2246,-6
13813,Nebraska,5/10/2021,2247,1
13814,Nebraska,5/11/2021,2247,0
13815,Nebraska,5/12/2021,2257,10
13816,Nebraska,5/13/2021,2286,29
13817,Nebraska,5/14/2021,2286,0
13818,Nebraska,5/15/2021,2257,-29
13819,Nebraska,5/16/2021,2257,0
13820,Nebraska,5/17/2021,2266,9
13821,Nebraska,5/18/2021,2266,0
13822,Nebraska,5/19/2021,2244,-22
13823,Nebraska,5/20/2021,2248,4
13824,Nebraska,5/21/2021,2248,0
13825,Nebraska,5/22/2021,2248,0
13826,Nebraska,5/23/2021,2248,0
13827,Nebraska,5/24/2021,2249,1
13828,Nebraska,5/25/2021,2249,0
13829,Nebraska,5/26/2021,2249,0
13830,Nebraska,5/27/2021,2249,0
13831,Nebraska,5/28/2021,2249,0
13832,Nebraska,5/29/2021,2249,0
13833,Nebraska,5/30/2021,2249,0
13834,Nebraska,5/31/2021,2249,0
13835,Nebraska,6/1/2021,2249,0
13836,Nebraska,6/2/2021,2249,0
13837,Nebraska,6/3/2021,2249,0
13838,Nebraska,6/4/2021,2249,0
13839,Nebraska,6/5/2021,2249,0
13840,Nebraska,6/6/2021,2249,0
13841,Nebraska,6/7/2021,2254,5
13842,Nebraska,6/8/2021,2256,2
13843,Nebraska,6/9/2021,2256,0
13844,Nebraska,6/10/2021,2256,0
13845,Nebraska,6/11/2021,2256,0
13846,Nebraska,6/12/2021,2256,0
13847,Nebraska,6/13/2021,2258,2
13848,Nebraska,6/14/2021,2258,0
13849,Nebraska,6/15/2021,2258,0
13850,Nebraska,6/16/2021,2258,0
13851,Nebraska,6/17/2021,2258,0
13852,Nevada,1/22/2020,0,0
13853,Nevada,1/23/2020,0,0
13854,Nevada,1/24/2020,0,0
13855,Nevada,1/25/2020,0,0
13856,Nevada,1/26/2020,0,0
13857,Nevada,1/27/2020,0,0
13858,Nevada,1/28/2020,0,0
13859,Nevada,1/29/2020,0,0
13860,Nevada,1/30/2020,0,0
13861,Nevada,1/31/2020,0,0
13862,Nevada,2/1/2020,0,0
13863,Nevada,2/2/2020,0,0
13864,Nevada,2/3/2020,0,0
13865,Nevada,2/4/2020,0,0
13866,Nevada,2/5/2020,0,0
13867,Nevada,2/6/2020,0,0
13868,Nevada,2/7/2020,0,0
13869,Nevada,2/8/2020,0,0
13870,Nevada,2/9/2020,0,0
13871,Nevada,2/10/2020,0,0
13872,Nevada,2/11/2020,0,0
13873,Nevada,2/12/2020,0,0
13874,Nevada,2/13/2020,0,0
13875,Nevada,2/14/2020,0,0
13876,Nevada,2/15/2020,0,0
13877,Nevada,2/16/2020,0,0
13878,Nevada,2/17/2020,0,0
13879,Nevada,2/18/2020,0,0
13880,Nevada,2/19/2020,0,0
13881,Nevada,2/20/2020,0,0
13882,Nevada,2/21/2020,0,0
13883,Nevada,2/22/2020,0,0
13884,Nevada,2/23/2020,0,0
13885,Nevada,2/24/2020,0,0
13886,Nevada,2/25/2020,0,0
13887,Nevada,2/26/2020,0,0
13888,Nevada,2/27/2020,0,0
13889,Nevada,2/28/2020,0,0
13890,Nevada,2/29/2020,0,0
13891,Nevada,3/1/2020,0,0
13892,Nevada,3/2/2020,0,0
13893,Nevada,3/3/2020,0,0
13894,Nevada,3/4/2020,0,0
13895,Nevada,3/5/2020,0,0
13896,Nevada,3/6/2020,0,0
13897,Nevada,3/7/2020,0,0
13898,Nevada,3/8/2020,0,0
13899,Nevada,3/9/2020,0,0
13900,Nevada,3/10/2020,0,0
13901,Nevada,3/11/2020,0,0
13902,Nevada,3/12/2020,0,0
13903,Nevada,3/13/2020,0,0
13904,Nevada,3/14/2020,0,0
13905,Nevada,3/15/2020,0,0
13906,Nevada,3/16/2020,1,1
13907,Nevada,3/17/2020,1,0
13908,Nevada,3/18/2020,1,0
13909,Nevada,3/19/2020,1,0
13910,Nevada,3/20/2020,2,1
13911,Nevada,3/21/2020,2,0
13912,Nevada,3/22/2020,2,0
13913,Nevada,3/23/2020,4,2
13914,Nevada,3/24/2020,4,0
13915,Nevada,3/25/2020,6,2
13916,Nevada,3/26/2020,10,4
13917,Nevada,3/27/2020,29,19
13918,Nevada,3/28/2020,14,-15
13919,Nevada,3/29/2020,15,1
13920,Nevada,3/30/2020,17,2
13921,Nevada,3/31/2020,26,9
13922,Nevada,4/1/2020,32,6
13923,Nevada,4/2/2020,38,6
13924,Nevada,4/3/2020,43,5
13925,Nevada,4/4/2020,45,2
13926,Nevada,4/5/2020,46,1
13927,Nevada,4/6/2020,58,12
13928,Nevada,4/7/2020,71,13
13929,Nevada,4/8/2020,80,9
13930,Nevada,4/9/2020,85,5
13931,Nevada,4/10/2020,102,17
13932,Nevada,4/11/2020,112,10
13933,Nevada,4/12/2020,114,2
13934,Nevada,4/13/2020,120,6
13935,Nevada,4/14/2020,130,10
13936,Nevada,4/15/2020,137,7
13937,Nevada,4/16/2020,142,5
13938,Nevada,4/17/2020,151,9
13939,Nevada,4/18/2020,155,4
13940,Nevada,4/19/2020,157,2
13941,Nevada,4/20/2020,164,7
13942,Nevada,4/21/2020,170,6
13943,Nevada,4/22/2020,179,9
13944,Nevada,4/23/2020,197,18
13945,Nevada,4/24/2020,203,6
13946,Nevada,4/25/2020,206,3
13947,Nevada,4/26/2020,213,7
13948,Nevada,4/27/2020,213,0
13949,Nevada,4/28/2020,232,19
13950,Nevada,4/29/2020,237,5
13951,Nevada,4/30/2020,252,15
13952,Nevada,5/1/2020,254,2
13953,Nevada,5/2/2020,257,3
13954,Nevada,5/3/2020,262,5
13955,Nevada,5/4/2020,275,13
13956,Nevada,5/5/2020,285,10
13957,Nevada,5/6/2020,286,1
13958,Nevada,5/7/2020,293,7
13959,Nevada,5/8/2020,301,8
13960,Nevada,5/9/2020,306,5
13961,Nevada,5/10/2020,317,11
13962,Nevada,5/11/2020,317,0
13963,Nevada,5/12/2020,332,15
13964,Nevada,5/13/2020,342,10
13965,Nevada,5/14/2020,339,-3
13966,Nevada,5/15/2020,354,15
13967,Nevada,5/16/2020,349,-5
13968,Nevada,5/17/2020,365,16
13969,Nevada,5/18/2020,379,14
13970,Nevada,5/19/2020,373,-6
13971,Nevada,5/20/2020,394,21
13972,Nevada,5/21/2020,397,3
13973,Nevada,5/22/2020,387,-10
13974,Nevada,5/23/2020,392,5
13975,Nevada,5/24/2020,410,18
13976,Nevada,5/25/2020,412,2
13977,Nevada,5/26/2020,396,-16
13978,Nevada,5/27/2020,402,6
13979,Nevada,5/28/2020,427,25
13980,Nevada,5/29/2020,415,-12
13981,Nevada,5/30/2020,417,2
13982,Nevada,5/31/2020,438,21
13983,Nevada,6/1/2020,421,-17
13984,Nevada,6/2/2020,420,-1
13985,Nevada,6/3/2020,445,25
13986,Nevada,6/4/2020,429,-16
13987,Nevada,6/5/2020,452,23
13988,Nevada,6/6/2020,437,-15
13989,Nevada,6/7/2020,438,1
13990,Nevada,6/8/2020,461,23
13991,Nevada,6/9/2020,444,-17
13992,Nevada,6/10/2020,448,4
13993,Nevada,6/11/2020,476,28
13994,Nevada,6/12/2020,462,-14
13995,Nevada,6/13/2020,481,19
13996,Nevada,6/14/2020,464,-17
13997,Nevada,6/15/2020,483,19
13998,Nevada,6/16/2020,467,-16
13999,Nevada,6/17/2020,491,24
14000,Nevada,6/18/2020,493,2
14001,Nevada,6/19/2020,499,6
14002,Nevada,6/20/2020,507,8
14003,Nevada,6/21/2020,508,1
14004,Nevada,6/22/2020,510,2
14005,Nevada,6/23/2020,513,3
14006,Nevada,6/24/2020,516,3
14007,Nevada,6/25/2020,517,1
14008,Nevada,6/26/2020,520,3
14009,Nevada,6/27/2020,522,2
14010,Nevada,6/28/2020,522,0
14011,Nevada,6/29/2020,536,14
14012,Nevada,6/30/2020,529,-7
14013,Nevada,7/1/2020,533,4
14014,Nevada,7/2/2020,548,15
14015,Nevada,7/3/2020,551,3
14016,Nevada,7/4/2020,553,2
14017,Nevada,7/5/2020,557,4
14018,Nevada,7/6/2020,560,3
14019,Nevada,7/7/2020,571,11
14020,Nevada,7/8/2020,576,5
14021,Nevada,7/9/2020,594,18
14022,Nevada,7/10/2020,603,9
14023,Nevada,7/11/2020,621,18
14024,Nevada,7/12/2020,617,-4
14025,Nevada,7/13/2020,617,0
14026,Nevada,7/14/2020,636,19
14027,Nevada,7/15/2020,643,7
14028,Nevada,7/16/2020,651,8
14029,Nevada,7/17/2020,663,12
14030,Nevada,7/18/2020,672,9
14031,Nevada,7/19/2020,673,1
14032,Nevada,7/20/2020,674,1
14033,Nevada,7/21/2020,702,28
14034,Nevada,7/22/2020,730,28
14035,Nevada,7/23/2020,735,5
14036,Nevada,7/24/2020,735,0
14037,Nevada,7/25/2020,758,23
14038,Nevada,7/26/2020,760,2
14039,Nevada,7/27/2020,765,5
14040,Nevada,7/28/2020,785,20
14041,Nevada,7/29/2020,806,21
14042,Nevada,7/30/2020,827,21
14043,Nevada,7/31/2020,856,29
14044,Nevada,8/1/2020,858,2
14045,Nevada,8/2/2020,858,0
14046,Nevada,8/3/2020,874,16
14047,Nevada,8/4/2020,889,15
14048,Nevada,8/5/2020,917,28
14049,Nevada,8/6/2020,927,10
14050,Nevada,8/7/2020,947,20
14051,Nevada,8/8/2020,977,30
14052,Nevada,8/9/2020,985,8
14053,Nevada,8/10/2020,991,6
14054,Nevada,8/11/2020,1009,18
14055,Nevada,8/12/2020,1024,15
