ID,State,Date,Total_Deaths,New_Deaths
7842,Kansas,6/16/2020,245,0
7843,Kansas,6/17/2020,247,2
7844,Kansas,6/18/2020,247,0
7845,Kansas,6/19/2020,254,7
7846,Kansas,6/20/2020,254,0
7847,Kansas,6/21/2020,254,0
7848,Kansas,6/22/2020,259,5
7849,Kansas,6/23/2020,259,0
7850,Kansas,6/24/2020,261,2
7851,Kansas,6/25/2020,261,0
7852,Kansas,6/26/2020,264,3
7853,Kansas,6/27/2020,264,0
7854,Kansas,6/28/2020,264,0
7855,Kansas,6/29/2020,270,6
7856,Kansas,6/30/2020,270,0
7857,Kansas,7/1/2020,272,2
7858,Kansas,7/2/2020,272,0
7859,Kansas,7/3/2020,277,5
7860,Kansas,7/4/2020,277,0
7861,Kansas,7/5/2020,277,0
7862,Kansas,7/6/2020,280,3
7863,Kansas,7/7/2020,280,0
7864,Kansas,7/8/2020,282,2
7865,Kansas,7/9/2020,282,0
7866,Kansas,7/10/2020,284,2
7867,Kansas,7/11/2020,284,0
7868,Kansas,7/12/2020,284,0
7869,Kansas,7/13/2020,288,4
7870,Kansas,7/14/2020,288,0
7871,Kansas,7/15/2020,299,11
7872,Kansas,7/16/2020,299,0
7873,Kansas,7/17/2020,299,0
7874,Kansas,7/18/2020,299,0
7875,Kansas,7/19/2020,299,0
7876,Kansas,7/20/2020,307,8
7877,Kansas,7/21/2020,307,0
7878,Kansas,7/22/2020,308,1
7879,Kansas,7/23/2020,308,0
7880,Kansas,7/24/2020,326,18
7881,Kansas,7/25/2020,326,0
7882,Kansas,7/26/2020,326,0
7883,Kansas,7/27/2020,335,9
7884,Kansas,7/28/2020,335,0
7885,Kansas,7/29/2020,349,14
7886,Kansas,7/30/2020,349,0
7887,Kansas,7/31/2020,358,9
7888,Kansas,8/1/2020,358,0
7889,Kansas,8/2/2020,358,0
7890,Kansas,8/3/2020,365,7
7891,Kansas,8/4/2020,365,0
7892,Kansas,8/5/2020,368,3
7893,Kansas,8/6/2020,368,0
7894,Kansas,8/7/2020,380,12
7895,Kansas,8/8/2020,380,0
7896,Kansas,8/9/2020,380,0
7897,Kansas,8/10/2020,387,7
7898,Kansas,8/11/2020,387,0
7899,Kansas,8/12/2020,395,8
7900,Kansas,8/13/2020,395,0
7901,Kansas,8/14/2020,402,7
7902,Kansas,8/15/2020,402,0
7903,Kansas,8/16/2020,402,0
7904,Kansas,8/17/2020,405,3
7905,Kansas,8/18/2020,405,0
7906,Kansas,8/19/2020,411,6
7907,Kansas,8/20/2020,411,0
7908,Kansas,8/21/2020,419,8
7909,Kansas,8/22/2020,419,0
7910,Kansas,8/23/2020,419,0
7911,Kansas,8/24/2020,426,7
7912,Kansas,8/25/2020,426,0
7913,Kansas,8/26/2020,426,0
7914,Kansas,8/27/2020,437,11
7915,Kansas,8/28/2020,443,6
7916,Kansas,8/29/2020,443,0
7917,Kansas,8/30/2020,443,0
7918,Kansas,8/31/2020,446,3
7919,Kansas,9/1/2020,446,0
7920,Kansas,9/2/2020,458,12
7921,Kansas,9/3/2020,458,0
7922,Kansas,9/4/2020,481,23
7923,Kansas,9/5/2020,481,0
7924,Kansas,9/6/2020,481,0
7925,Kansas,9/7/2020,485,4
7926,Kansas,9/8/2020,485,0
7927,Kansas,9/9/2020,495,10
7928,Kansas,9/10/2020,495,0
7929,Kansas,9/11/2020,511,16
7930,Kansas,9/12/2020,511,0
7931,Kansas,9/13/2020,511,0
7932,Kansas,9/14/2020,534,23
7933,Kansas,9/15/2020,534,0
7934,Kansas,9/16/2020,586,52
7935,Kansas,9/17/2020,586,0
7936,Kansas,9/18/2020,596,10
7937,Kansas,9/19/2020,596,0
7938,Kansas,9/20/2020,596,0
7939,Kansas,9/21/2020,600,4
7940,Kansas,9/22/2020,600,0
7941,Kansas,9/23/2020,621,21
7942,Kansas,9/24/2020,621,0
7943,Kansas,9/25/2020,632,11
7944,Kansas,9/26/2020,632,0
7945,Kansas,9/27/2020,632,0
7946,Kansas,9/28/2020,637,5
7947,Kansas,9/29/2020,637,0
7948,Kansas,9/30/2020,678,41
7949,Kansas,10/1/2020,678,0
7950,Kansas,10/2/2020,698,20
7951,Kansas,10/3/2020,698,0
7952,Kansas,10/4/2020,698,0
7953,Kansas,10/5/2020,706,8
7954,Kansas,10/6/2020,706,0
7955,Kansas,10/7/2020,723,17
7956,Kansas,10/8/2020,723,0
7957,Kansas,10/9/2020,763,40
7958,Kansas,10/10/2020,763,0
7959,Kansas,10/11/2020,763,0
7960,Kansas,10/12/2020,771,8
7961,Kansas,10/13/2020,771,0
7962,Kansas,10/14/2020,838,67
7963,Kansas,10/15/2020,838,0
7964,Kansas,10/16/2020,859,21
7965,Kansas,10/17/2020,859,0
7966,Kansas,10/18/2020,859,0
7967,Kansas,10/19/2020,872,13
7968,Kansas,10/20/2020,872,0
7969,Kansas,10/21/2020,952,80
7970,Kansas,10/22/2020,952,0
7971,Kansas,10/23/2020,975,23
7972,Kansas,10/24/2020,975,0
7973,Kansas,10/25/2020,975,0
7974,Kansas,10/26/2020,976,1
7975,Kansas,10/27/2020,976,0
7976,Kansas,10/28/2020,1007,31
7977,Kansas,10/29/2020,1007,0
7978,Kansas,10/30/2020,1029,22
7979,Kansas,10/31/2020,1029,0
7980,Kansas,11/1/2020,1029,0
7981,Kansas,11/2/2020,1046,17
7982,Kansas,11/3/2020,1046,0
7983,Kansas,11/4/2020,1087,41
7984,Kansas,11/5/2020,1087,0
7985,Kansas,11/6/2020,1166,79
7986,Kansas,11/7/2020,1166,0
7987,Kansas,11/8/2020,1166,0
7988,Kansas,11/9/2020,1181,15
7989,Kansas,11/10/2020,1181,0
7990,Kansas,11/11/2020,1215,34
7991,Kansas,11/12/2020,1215,0
7992,Kansas,11/13/2020,1259,44
7993,Kansas,11/14/2020,1259,0
7994,Kansas,11/15/2020,1259,0
7995,Kansas,11/16/2020,1266,7
7996,Kansas,11/17/2020,1266,0
7997,Kansas,11/18/2020,1326,60
7998,Kansas,11/19/2020,1326,0
7999,Kansas,11/20/2020,1410,84
8000,Kansas,11/21/2020,1410,0
8001,Kansas,11/22/2020,1410,0
8002,Kansas,11/23/2020,1456,46
8003,Kansas,11/24/2020,1456,0
8004,Kansas,11/25/2020,1503,47
8005,Kansas,11/26/2020,1503,0
8006,Kansas,11/27/2020,1529,26
8007,Kansas,11/28/2020,1529,0
8008,Kansas,11/29/2020,1529,0
8009,Kansas,11/30/2020,1560,31
8010,Kansas,12/1/2020,1560,0
8011,Kansas,12/2/2020,1679,119
8012,Kansas,12/3/2020,1679,0
8013,Kansas,12/4/2020,1786,107
8014,Kansas,12/5/2020,1786,0
8015,Kansas,12/6/2020,1786,0
8016,Kansas,12/7/2020,1856,70
8017,Kansas,12/8/2020,1856,0
8018,Kansas,12/9/2020,1941,85
8019,Kansas,12/10/2020,1941,0
8020,Kansas,12/11/2020,2072,131
8021,Kansas,12/12/2020,2072,0
8022,Kansas,12/13/2020,2072,0
8023,Kansas,12/14/2020,2109,37
8024,Kansas,12/15/2020,2109,0
8025,Kansas,12/16/2020,2253,144
8026,Kansas,12/17/2020,2253,0
8027,Kansas,12/18/2020,2341,88
8028,Kansas,12/19/2020,2341,0
8029,Kansas,12/20/2020,2341,0
8030,Kansas,12/21/2020,2448,107
8031,Kansas,12/22/2020,2448,0
8032,Kansas,12/23/2020,2507,59
8033,Kansas,12/24/2020,2507,0
8034,Kansas,12/25/2020,2507,0
8035,Kansas,12/26/2020,2507,0
8036,Kansas,12/27/2020,2507,0
8037,Kansas,12/28/2020,2548,41
8038,Kansas,12/29/2020,2548,0
8039,Kansas,12/30/2020,2741,193
8040,Kansas,12/31/2020,2741,0
8041,Kansas,1/1/2021,2879,138
8042,Kansas,1/2/2021,2879,0
8043,Kansas,1/3/2021,2879,0
8044,Kansas,1/4/2021,2897,18
8045,Kansas,1/5/2021,2897,0
8046,Kansas,1/6/2021,3027,130
8047,Kansas,1/7/2021,3027,0
8048,Kansas,1/8/2021,3148,121
8049,Kansas,1/9/2021,3148,0
8050,Kansas,1/10/2021,3148,0
8051,Kansas,1/11/2021,3255,107
8052,Kansas,1/12/2021,3255,0
8053,Kansas,1/13/2021,3355,100
8054,Kansas,1/14/2021,3355,0
8055,Kansas,1/15/2021,3502,147
8056,Kansas,1/16/2021,3502,0
8057,Kansas,1/17/2021,3502,0
8058,Kansas,1/18/2021,3525,23
8059,Kansas,1/19/2021,3525,0
8060,Kansas,1/20/2021,3575,50
8061,Kansas,1/21/2021,3575,0
8062,Kansas,1/22/2021,3598,23
8063,Kansas,1/23/2021,3598,0
8064,Kansas,1/24/2021,3598,0
8065,Kansas,1/25/2021,3622,24
8066,Kansas,1/26/2021,3622,0
8067,Kansas,1/27/2021,3718,96
8068,Kansas,1/28/2021,3718,0
8069,Kansas,1/29/2021,3779,61
8070,Kansas,1/30/2021,3779,0
8071,Kansas,1/31/2021,3779,0
8072,Kansas,2/1/2021,3809,30
8073,Kansas,2/2/2021,3809,0
8074,Kansas,2/3/2021,3895,86
8075,Kansas,2/4/2021,3895,0
8076,Kansas,2/5/2021,4101,206
8077,Kansas,2/6/2021,4101,0
8078,Kansas,2/7/2021,4101,0
8079,Kansas,2/8/2021,4197,96
8080,Kansas,2/9/2021,4197,0
8081,Kansas,2/10/2021,4303,106
8082,Kansas,2/11/2021,4303,0
8083,Kansas,2/12/2021,4364,61
8084,Kansas,2/13/2021,4364,0
8085,Kansas,2/14/2021,4364,0
8086,Kansas,2/15/2021,4406,42
8087,Kansas,2/16/2021,4406,0
8088,Kansas,2/17/2021,4521,115
8089,Kansas,2/18/2021,4521,0
8090,Kansas,2/19/2021,4614,93
8091,Kansas,2/20/2021,4614,0
8092,Kansas,2/21/2021,4614,0
8093,Kansas,2/22/2021,4643,29
8094,Kansas,2/23/2021,4643,0
8095,Kansas,2/24/2021,4724,81
8096,Kansas,2/25/2021,4724,0
8097,Kansas,2/26/2021,4735,11
8098,Kansas,2/27/2021,4735,0
8099,Kansas,2/28/2021,4735,0
8100,Kansas,3/1/2021,4744,9
8101,Kansas,3/2/2021,4744,0
8102,Kansas,3/3/2021,4816,72
8103,Kansas,3/4/2021,4816,0
8104,Kansas,3/5/2021,4812,-4
8105,Kansas,3/6/2021,4812,0
8106,Kansas,3/7/2021,4812,0
8107,Kansas,3/8/2021,4816,4
8108,Kansas,3/9/2021,4816,0
8109,Kansas,3/10/2021,4851,35
8110,Kansas,3/11/2021,4851,0
8111,Kansas,3/12/2021,4824,-27
8112,Kansas,3/13/2021,4824,0
8113,Kansas,3/14/2021,4824,0
8114,Kansas,3/15/2021,4835,11
8115,Kansas,3/16/2021,4835,0
8116,Kansas,3/17/2021,4837,2
8117,Kansas,3/18/2021,4837,0
8118,Kansas,3/19/2021,4842,5
8119,Kansas,3/20/2021,4842,0
8120,Kansas,3/21/2021,4842,0
8121,Kansas,3/22/2021,4850,8
8122,Kansas,3/23/2021,4850,0
8123,Kansas,3/24/2021,4881,31
8124,Kansas,3/25/2021,4881,0
8125,Kansas,3/26/2021,4891,10
8126,Kansas,3/27/2021,4891,0
8127,Kansas,3/28/2021,4891,0
8128,Kansas,3/29/2021,4902,11
8129,Kansas,3/30/2021,4902,0
8130,Kansas,3/31/2021,4913,11
8131,Kansas,4/1/2021,4913,0
8132,Kansas,4/2/2021,4932,19
8133,Kansas,4/3/2021,4932,0
8134,Kansas,4/4/2021,4932,0
8135,Kansas,4/5/2021,4927,-5
8136,Kansas,4/6/2021,4927,0
8137,Kansas,4/7/2021,4932,5
8138,Kansas,4/8/2021,4932,0
8139,Kansas,4/9/2021,4938,6
8140,Kansas,4/10/2021,4938,0
8141,Kansas,4/11/2021,4938,0
8142,Kansas,4/12/2021,4930,-8
8143,Kansas,4/13/2021,4930,0
8144,Kansas,4/14/2021,4944,14
8145,Kansas,4/15/2021,4944,0
8146,Kansas,4/16/2021,4953,9
8147,Kansas,4/17/2021,4953,0
8148,Kansas,4/18/2021,4953,0
8149,Kansas,4/19/2021,4955,2
8150,Kansas,4/20/2021,4955,0
8151,Kansas,4/21/2021,4961,6
8152,Kansas,4/22/2021,4961,0
8153,Kansas,4/23/2021,4968,7
8154,Kansas,4/24/2021,4968,0
8155,Kansas,4/25/2021,4968,0
8156,Kansas,4/26/2021,4970,2
8157,Kansas,4/27/2021,4970,0
8158,Kansas,4/28/2021,4978,8
8159,Kansas,4/29/2021,4978,0
8160,Kansas,4/30/2021,4982,4
8161,Kansas,5/1/2021,4982,0
8162,Kansas,5/2/2021,4982,0
8163,Kansas,5/3/2021,4985,3
8164,Kansas,5/4/2021,4985,0
8165,Kansas,5/5/2021,4999,14
8166,Kansas,5/6/2021,4999,0
8167,Kansas,5/7/2021,5016,17
8168,Kansas,5/8/2021,5016,0
8169,Kansas,5/9/2021,5016,0
8170,Kansas,5/10/2021,5016,0
8171,Kansas,5/11/2021,5016,0
8172,Kansas,5/12/2021,5029,13
8173,Kansas,5/13/2021,5029,0
8174,Kansas,5/14/2021,5038,9
8175,Kansas,5/15/2021,5038,0
8176,Kansas,5/16/2021,5038,0
8177,Kansas,5/17/2021,5040,2
8178,Kansas,5/18/2021,5040,0
8179,Kansas,5/19/2021,5053,13
8180,Kansas,5/20/2021,5053,0
8181,Kansas,5/21/2021,5057,4
8182,Kansas,5/22/2021,5057,0
8183,Kansas,5/23/2021,5057,0
8184,Kansas,5/24/2021,5058,1
8185,Kansas,5/25/2021,5058,0
8186,Kansas,5/26/2021,5067,9
8187,Kansas,5/27/2021,5067,0
8188,Kansas,5/28/2021,5076,9
8189,Kansas,5/29/2021,5076,0
8190,Kansas,5/30/2021,5076,0
8191,Kansas,5/31/2021,5076,0
8192,Kansas,6/1/2021,5076,0
8193,Kansas,6/2/2021,5080,4
8194,Kansas,6/3/2021,5080,0
8195,Kansas,6/4/2021,5084,4
8196,Kansas,6/5/2021,5084,0
8197,Kansas,6/6/2021,5084,0
8198,Kansas,6/7/2021,5100,16
8199,Kansas,6/8/2021,5100,0
8200,Kansas,6/9/2021,5103,3
8201,Kansas,6/10/2021,5103,0
8202,Kansas,6/11/2021,5106,3
8203,Kansas,6/12/2021,5106,0
8204,Kansas,6/13/2021,5106,0
8205,Kansas,6/14/2021,5125,19
8206,Kansas,6/15/2021,5125,0
8207,Kansas,6/16/2021,5128,3
8208,Kansas,6/17/2021,5128,0
8209,Kentucky,1/22/2020,0,0
8210,Kentucky,1/23/2020,0,0
8211,Kentucky,1/24/2020,0,0
8212,Kentucky,1/25/2020,0,0
8213,Kentucky,1/26/2020,0,0
8214,Kentucky,1/27/2020,0,0
8215,Kentucky,1/28/2020,0,0
8216,Kentucky,1/29/2020,0,0
8217,Kentucky,1/30/2020,0,0
8218,Kentucky,1/31/2020,0,0
8219,Kentucky,2/1/2020,0,0
8220,Kentucky,2/2/2020,0,0
8221,Kentucky,2/3/2020,0,0
8222,Kentucky,2/4/2020,0,0
8223,Kentucky,2/5/2020,0,0
8224,Kentucky,2/6/2020,0,0
8225,Kentucky,2/7/2020,0,0
8226,Kentucky,2/8/2020,0,0
8227,Kentucky,2/9/2020,0,0
8228,Kentucky,2/10/2020,0,0
8229,Kentucky,2/11/2020,0,0
8230,Kentucky,2/12/2020,0,0
8231,Kentucky,2/13/2020,0,0
8232,Kentucky,2/14/2020,0,0
8233,Kentucky,2/15/2020,0,0
8234,Kentucky,2/16/2020,0,0
8235,Kentucky,2/17/2020,0,0
8236,Kentucky,2/18/2020,0,0
8237,Kentucky,2/19/2020,0,0
8238,Kentucky,2/20/2020,0,0
8239,Kentucky,2/21/2020,0,0
8240,Kentucky,2/22/2020,0,0
8241,Kentucky,2/23/2020,0,0
8242,Kentucky,2/24/2020,0,0
8243,Kentucky,2/25/2020,0,0
8244,Kentucky,2/26/2020,0,0
8245,Kentucky,2/27/2020,0,0
8246,Kentucky,2/28/2020,0,0
8247,Kentucky,2/29/2020,0,0
8248,Kentucky,3/1/2020,0,0
8249,Kentucky,3/2/2020,0,0
8250,Kentucky,3/3/2020,0,0
8251,Kentucky,3/4/2020,0,0
8252,Kentucky,3/5/2020,0,0
8253,Kentucky,3/6/2020,0,0
8254,Kentucky,3/7/2020,0,0
8255,Kentucky,3/8/2020,0,0
8256,Kentucky,3/9/2020,0,0
8257,Kentucky,3/10/2020,0,0
8258,Kentucky,3/11/2020,0,0
8259,Kentucky,3/12/2020,0,0
8260,Kentucky,3/13/2020,0,0
8261,Kentucky,3/14/2020,0,0
8262,Kentucky,3/15/2020,0,0
8263,Kentucky,3/16/2020,0,0
8264,Kentucky,3/17/2020,0,0
8265,Kentucky,3/18/2020,1,1
8266,Kentucky,3/19/2020,2,1
8267,Kentucky,3/20/2020,2,0
8268,Kentucky,3/21/2020,3,1
8269,Kentucky,3/22/2020,3,0
8270,Kentucky,3/23/2020,4,1
8271,Kentucky,3/24/2020,4,0
8272,Kentucky,3/25/2020,5,1
8273,Kentucky,3/26/2020,5,0
8274,Kentucky,3/27/2020,8,3
8275,Kentucky,3/28/2020,9,1
8276,Kentucky,3/29/2020,9,0
8277,Kentucky,3/30/2020,11,2
8278,Kentucky,3/31/2020,18,7
8279,Kentucky,4/1/2020,20,2
8280,Kentucky,4/2/2020,31,11
8281,Kentucky,4/3/2020,37,6
8282,Kentucky,4/4/2020,40,3
8283,Kentucky,4/5/2020,45,5
8284,Kentucky,4/6/2020,59,14
8285,Kentucky,4/7/2020,65,6
8286,Kentucky,4/8/2020,73,8
8287,Kentucky,4/9/2020,79,6
8288,Kentucky,4/10/2020,90,11
8289,Kentucky,4/11/2020,94,4
8290,Kentucky,4/12/2020,97,3
8291,Kentucky,4/13/2020,104,7
8292,Kentucky,4/14/2020,115,11
8293,Kentucky,4/15/2020,122,7
8294,Kentucky,4/16/2020,129,7
8295,Kentucky,4/17/2020,137,8
8296,Kentucky,4/18/2020,144,7
8297,Kentucky,4/19/2020,148,4
8298,Kentucky,4/20/2020,154,6
8299,Kentucky,4/21/2020,171,17
8300,Kentucky,4/22/2020,185,14
8301,Kentucky,4/23/2020,191,6
8302,Kentucky,4/24/2020,200,9
8303,Kentucky,4/25/2020,205,5
8304,Kentucky,4/26/2020,208,3
8305,Kentucky,4/27/2020,213,5
8306,Kentucky,4/28/2020,225,12
8307,Kentucky,4/29/2020,235,10
8308,Kentucky,4/30/2020,240,5
8309,Kentucky,5/1/2020,248,8
8310,Kentucky,5/2/2020,248,0
8311,Kentucky,5/3/2020,253,5
8312,Kentucky,5/4/2020,261,8
8313,Kentucky,5/5/2020,275,14
8314,Kentucky,5/6/2020,283,8
8315,Kentucky,5/7/2020,294,11
8316,Kentucky,5/8/2020,298,4
8317,Kentucky,5/9/2020,304,6
8318,Kentucky,5/10/2020,304,0
8319,Kentucky,5/11/2020,311,7
8320,Kentucky,5/12/2020,321,10
8321,Kentucky,5/13/2020,326,5
8322,Kentucky,5/14/2020,328,2
8323,Kentucky,5/15/2020,332,4
8324,Kentucky,5/16/2020,334,2
8325,Kentucky,5/17/2020,334,0
8326,Kentucky,5/18/2020,346,12
8327,Kentucky,5/19/2020,366,20
8328,Kentucky,5/20/2020,376,10
8329,Kentucky,5/21/2020,386,10
8330,Kentucky,5/22/2020,391,5
8331,Kentucky,5/23/2020,391,0
8332,Kentucky,5/24/2020,391,0
8333,Kentucky,5/25/2020,391,0
8334,Kentucky,5/26/2020,394,3
8335,Kentucky,5/27/2020,400,6
8336,Kentucky,5/28/2020,409,9
8337,Kentucky,5/29/2020,418,9
8338,Kentucky,5/30/2020,431,13
8339,Kentucky,5/31/2020,431,0
8340,Kentucky,6/1/2020,439,8
8341,Kentucky,6/2/2020,442,3
8342,Kentucky,6/3/2020,450,8
8343,Kentucky,6/4/2020,458,8
8344,Kentucky,6/5/2020,466,8
8345,Kentucky,6/6/2020,470,4
8346,Kentucky,6/7/2020,470,0
8347,Kentucky,6/8/2020,472,2
8348,Kentucky,6/9/2020,477,5
8349,Kentucky,6/10/2020,484,7
8350,Kentucky,6/11/2020,493,9
8351,Kentucky,6/12/2020,497,4
8352,Kentucky,6/13/2020,499,2
8353,Kentucky,6/14/2020,499,0
8354,Kentucky,6/15/2020,505,6
8355,Kentucky,6/16/2020,512,7
8356,Kentucky,6/17/2020,518,6
8357,Kentucky,6/18/2020,520,2
8358,Kentucky,6/19/2020,522,2
8359,Kentucky,6/20/2020,524,2
8360,Kentucky,6/21/2020,526,2
8361,Kentucky,6/22/2020,526,0
8362,Kentucky,6/23/2020,537,11
8363,Kentucky,6/24/2020,538,1
8364,Kentucky,6/25/2020,546,8
8365,Kentucky,6/26/2020,553,7
8366,Kentucky,6/27/2020,554,1
8367,Kentucky,6/28/2020,558,4
8368,Kentucky,6/29/2020,560,2
8369,Kentucky,6/30/2020,565,5
8370,Kentucky,7/1/2020,572,7
8371,Kentucky,7/2/2020,581,9
8372,Kentucky,7/3/2020,585,4
8373,Kentucky,7/4/2020,585,0
8374,Kentucky,7/5/2020,585,0
8375,Kentucky,7/6/2020,593,8
8376,Kentucky,7/7/2020,602,9
8377,Kentucky,7/8/2020,608,6
8378,Kentucky,7/9/2020,612,4
8379,Kentucky,7/10/2020,620,8
8380,Kentucky,7/11/2020,622,2
8381,Kentucky,7/12/2020,625,3
8382,Kentucky,7/13/2020,629,4
8383,Kentucky,7/14/2020,635,6
8384,Kentucky,7/15/2020,645,10
8385,Kentucky,7/16/2020,650,5
8386,Kentucky,7/17/2020,658,8
8387,Kentucky,7/18/2020,667,9
8388,Kentucky,7/19/2020,670,3
8389,Kentucky,7/20/2020,671,1
8390,Kentucky,7/21/2020,674,3
8391,Kentucky,7/22/2020,677,3
8392,Kentucky,7/23/2020,684,7
8393,Kentucky,7/24/2020,691,7
8394,Kentucky,7/25/2020,696,5
8395,Kentucky,7/26/2020,700,4
8396,Kentucky,7/27/2020,709,9
8397,Kentucky,7/28/2020,719,10
8398,Kentucky,7/29/2020,724,5
8399,Kentucky,7/30/2020,731,7
8400,Kentucky,7/31/2020,735,4
8401,Kentucky,8/1/2020,740,5
8402,Kentucky,8/2/2020,742,2
8403,Kentucky,8/3/2020,744,2
8404,Kentucky,8/4/2020,751,7
8405,Kentucky,8/5/2020,752,1
8406,Kentucky,8/6/2020,760,8
8407,Kentucky,8/7/2020,764,4
8408,Kentucky,8/8/2020,772,8
8409,Kentucky,8/9/2020,773,1
8410,Kentucky,8/10/2020,775,2
8411,Kentucky,8/11/2020,783,8
8412,Kentucky,8/12/2020,790,7
8413,Kentucky,8/13/2020,796,6
8414,Kentucky,8/14/2020,804,8
8415,Kentucky,8/15/2020,810,6
8416,Kentucky,8/16/2020,813,3
8417,Kentucky,8/17/2020,818,5
8418,Kentucky,8/18/2020,830,12
8419,Kentucky,8/19/2020,842,12
8420,Kentucky,8/20/2020,856,14
8421,Kentucky,8/21/2020,864,8
8422,Kentucky,8/22/2020,872,8
8423,Kentucky,8/23/2020,881,9
8424,Kentucky,8/24/2020,885,4
8425,Kentucky,8/25/2020,895,10
8426,Kentucky,8/26/2020,902,7
8427,Kentucky,8/27/2020,910,8
8428,Kentucky,8/28/2020,918,8
8429,Kentucky,8/29/2020,921,3
8430,Kentucky,8/30/2020,930,9
8431,Kentucky,8/31/2020,933,3
8432,Kentucky,9/1/2020,948,15
8433,Kentucky,9/2/2020,966,18
8434,Kentucky,9/3/2020,976,10
8435,Kentucky,9/4/2020,987,11
8436,Kentucky,9/5/2020,987,0
8437,Kentucky,9/6/2020,996,9
8438,Kentucky,9/7/2020,996,0
8439,Kentucky,9/8/2020,997,1
8440,Kentucky,9/9/2020,1013,16
8441,Kentucky,9/10/2020,1035,22
8442,Kentucky,9/11/2020,1044,9
8443,Kentucky,9/12/2020,1057,13
8444,Kentucky,9/13/2020,1060,3
8445,Kentucky,9/14/2020,1065,5
8446,Kentucky,9/15/2020,1074,9
8447,Kentucky,9/16/2020,1082,8
8448,Kentucky,9/17/2020,1093,11
8449,Kentucky,9/18/2020,1101,8
8450,Kentucky,9/19/2020,1108,7
8451,Kentucky,9/20/2020,1111,3
8452,Kentucky,9/21/2020,1112,1
8453,Kentucky,9/22/2020,1119,7
8454,Kentucky,9/23/2020,1124,5
8455,Kentucky,9/24/2020,1137,13
8456,Kentucky,9/25/2020,1149,12
8457,Kentucky,9/26/2020,1154,5
8458,Kentucky,9/27/2020,1157,3
8459,Kentucky,9/28/2020,1162,5
8460,Kentucky,9/29/2020,1170,8
8461,Kentucky,9/30/2020,1174,4
8462,Kentucky,10/1/2020,1191,17
8463,Kentucky,10/2/2020,1197,6
8464,Kentucky,10/3/2020,1205,8
8465,Kentucky,10/4/2020,1209,4
8466,Kentucky,10/5/2020,1214,5
8467,Kentucky,10/6/2020,1218,4
8468,Kentucky,10/7/2020,1223,5
8469,Kentucky,10/8/2020,1234,11
8470,Kentucky,10/9/2020,1242,8
8471,Kentucky,10/10/2020,1249,7
8472,Kentucky,10/11/2020,1252,3
8473,Kentucky,10/12/2020,1255,3
8474,Kentucky,10/13/2020,1269,14
8475,Kentucky,10/14/2020,1276,7
8476,Kentucky,10/15/2020,1296,20
8477,Kentucky,10/16/2020,1300,4
8478,Kentucky,10/17/2020,1312,12
8479,Kentucky,10/18/2020,1317,5
8480,Kentucky,10/19/2020,1326,9
8481,Kentucky,10/20/2020,1342,16
8482,Kentucky,10/21/2020,1363,21
8483,Kentucky,10/22/2020,1380,17
8484,Kentucky,10/23/2020,1396,16
8485,Kentucky,10/24/2020,1404,8
8486,Kentucky,10/25/2020,1407,3
8487,Kentucky,10/26/2020,1410,3
8488,Kentucky,10/27/2020,1428,18
8489,Kentucky,10/28/2020,1442,14
8490,Kentucky,10/29/2020,1461,19
8491,Kentucky,10/30/2020,1476,15
8492,Kentucky,10/31/2020,1485,9
8493,Kentucky,11/1/2020,1489,4
8494,Kentucky,11/2/2020,1492,3
8495,Kentucky,11/3/2020,1503,11
8496,Kentucky,11/4/2020,1514,11
8497,Kentucky,11/5/2020,1534,20
8498,Kentucky,11/6/2020,1544,10
8499,Kentucky,11/7/2020,1561,17
8500,Kentucky,11/8/2020,1565,4
8501,Kentucky,11/9/2020,1576,11
8502,Kentucky,11/10/2020,1590,14
8503,Kentucky,11/11/2020,1604,14
8504,Kentucky,11/12/2020,1622,18
8505,Kentucky,11/13/2020,1647,25
8506,Kentucky,11/14/2020,1658,11
8507,Kentucky,11/15/2020,1661,3
8508,Kentucky,11/16/2020,1664,3
8509,Kentucky,11/17/2020,1697,33
8510,Kentucky,11/18/2020,1712,15
8511,Kentucky,11/19/2020,1742,30
8512,Kentucky,11/20/2020,1762,20
8513,Kentucky,11/21/2020,1783,21
8514,Kentucky,11/22/2020,1787,4
8515,Kentucky,11/23/2020,1792,5
8516,Kentucky,11/24/2020,1809,17
8517,Kentucky,11/25/2020,1835,26
8518,Kentucky,11/26/2020,1835,0
8519,Kentucky,11/27/2020,1871,36
8520,Kentucky,11/28/2020,1885,14
8521,Kentucky,11/29/2020,1896,11
8522,Kentucky,11/30/2020,1908,12
8523,Kentucky,12/1/2020,1943,35
8524,Kentucky,12/2/2020,1980,37
8525,Kentucky,12/3/2020,2014,34
8526,Kentucky,12/4/2020,2039,25
8527,Kentucky,12/5/2020,2062,23
8528,Kentucky,12/6/2020,2072,10
8529,Kentucky,12/7/2020,2082,10
8530,Kentucky,12/8/2020,2102,20
8531,Kentucky,12/9/2020,2118,16
8532,Kentucky,12/10/2020,2146,28
8533,Kentucky,12/11/2020,2168,22
8534,Kentucky,12/12/2020,2192,24
8535,Kentucky,12/13/2020,2207,15
8536,Kentucky,12/14/2020,2224,17
8537,Kentucky,12/15/2020,2239,15
8538,Kentucky,12/16/2020,2262,23
8539,Kentucky,12/17/2020,2316,54
8540,Kentucky,12/18/2020,2344,28
8541,Kentucky,12/19/2020,2371,27
