ID,State,Date,Total_Cases,New_Cases
1575,Arkansas,2/26/2020,0,0
1576,Arkansas,2/27/2020,0,0
1577,Arkansas,2/28/2020,0,0
1578,Arkansas,2/29/2020,0,0
1579,Arkansas,3/1/2020,0,0
1580,Arkansas,3/2/2020,0,0
1581,Arkansas,3/3/2020,0,0
1582,Arkansas,3/4/2020,0,0
1583,Arkansas,3/5/2020,0,0
1584,Arkansas,3/6/2020,0,0
1585,Arkansas,3/7/2020,0,0
1586,Arkansas,3/8/2020,0,0
1587,Arkansas,3/9/2020,0,0
1588,Arkansas,3/10/2020,0,0
1589,Arkansas,3/11/2020,1,1
1590,Arkansas,3/12/2020,6,5
1591,Arkansas,3/13/2020,9,3
1592,Arkansas,3/14/2020,12,3
1593,Arkansas,3/15/2020,16,4
1594,Arkansas,3/16/2020,17,1
1595,Arkansas,3/17/2020,24,7
1596,Arkansas,3/18/2020,37,13
1597,Arkansas,3/19/2020,64,27
1598,Arkansas,3/20/2020,100,36
1599,Arkansas,3/21/2020,118,18
1600,Arkansas,3/22/2020,164,46
1601,Arkansas,3/23/2020,197,33
1602,Arkansas,3/24/2020,230,33
1603,Arkansas,3/25/2020,306,76
1604,Arkansas,3/26/2020,349,43
1605,Arkansas,3/27/2020,386,37
1606,Arkansas,3/28/2020,409,23
1607,Arkansas,3/29/2020,443,34
1608,Arkansas,3/30/2020,504,61
1609,Arkansas,3/31/2020,560,56
1610,Arkansas,4/1/2020,614,54
1611,Arkansas,4/2/2020,679,65
1612,Arkansas,4/3/2020,738,59
1613,Arkansas,4/4/2020,743,5
1614,Arkansas,4/5/2020,853,110
1615,Arkansas,4/6/2020,915,62
1616,Arkansas,4/7/2020,993,78
1617,Arkansas,4/8/2020,1071,78
1618,Arkansas,4/9/2020,1127,56
1619,Arkansas,4/10/2020,1202,75
1620,Arkansas,4/11/2020,1234,32
1621,Arkansas,4/12/2020,1307,73
1622,Arkansas,4/13/2020,1410,103
1623,Arkansas,4/14/2020,1498,88
1624,Arkansas,4/15/2020,1583,85
1625,Arkansas,4/16/2020,1635,52
1626,Arkansas,4/17/2020,1702,67
1627,Arkansas,4/18/2020,1777,75
1628,Arkansas,4/19/2020,1781,4
1629,Arkansas,4/20/2020,1964,183
1630,Arkansas,4/21/2020,2262,298
1631,Arkansas,4/22/2020,2281,19
1632,Arkansas,4/23/2020,2465,184
1633,Arkansas,4/24/2020,2810,345
1634,Arkansas,4/25/2020,2909,99
1635,Arkansas,4/26/2020,2941,32
1636,Arkansas,4/27/2020,3055,114
1637,Arkansas,4/28/2020,3121,66
1638,Arkansas,4/29/2020,3192,71
1639,Arkansas,4/30/2020,3255,63
1640,Arkansas,5/1/2020,3310,55
1641,Arkansas,5/2/2020,3372,62
1642,Arkansas,5/3/2020,3431,59
1643,Arkansas,5/4/2020,3469,38
1644,Arkansas,5/5/2020,3496,27
1645,Arkansas,5/6/2020,3611,115
1646,Arkansas,5/7/2020,3665,54
1647,Arkansas,5/8/2020,3747,82
1648,Arkansas,5/9/2020,3984,237
1649,Arkansas,5/10/2020,3984,0
1650,Arkansas,5/11/2020,4043,59
1651,Arkansas,5/12/2020,4164,121
1652,Arkansas,5/13/2020,4236,72
1653,Arkansas,5/14/2020,4348,112
1654,Arkansas,5/15/2020,4463,115
1655,Arkansas,5/16/2020,4578,115
1656,Arkansas,5/17/2020,4759,181
1657,Arkansas,5/18/2020,4813,54
1658,Arkansas,5/19/2020,4923,110
1659,Arkansas,5/20/2020,5003,80
1660,Arkansas,5/21/2020,5458,455
1661,Arkansas,5/22/2020,5612,154
1662,Arkansas,5/23/2020,5775,163
1663,Arkansas,5/24/2020,5922,147
1664,Arkansas,5/25/2020,6029,107
1665,Arkansas,5/26/2020,6180,151
1666,Arkansas,5/27/2020,6277,97
1667,Arkansas,5/28/2020,6538,261
1668,Arkansas,5/29/2020,6777,239
1669,Arkansas,5/30/2020,7013,236
1670,Arkansas,5/31/2020,7253,240
1671,Arkansas,6/1/2020,7443,190
1672,Arkansas,6/2/2020,7818,375
1673,Arkansas,6/3/2020,8067,249
1674,Arkansas,6/4/2020,8425,358
1675,Arkansas,6/5/2020,8651,226
1676,Arkansas,6/6/2020,9101,450
1677,Arkansas,6/7/2020,9426,325
1678,Arkansas,6/8/2020,9740,314
1679,Arkansas,6/9/2020,10080,340
1680,Arkansas,6/10/2020,10368,288
1681,Arkansas,6/11/2020,10816,448
1682,Arkansas,6/12/2020,11547,731
1683,Arkansas,6/13/2020,12095,548
1684,Arkansas,6/14/2020,12501,406
1685,Arkansas,6/15/2020,12917,416
1686,Arkansas,6/16/2020,13191,274
1687,Arkansas,6/17/2020,13606,415
1688,Arkansas,6/18/2020,13928,322
1689,Arkansas,6/19/2020,14631,703
1690,Arkansas,6/20/2020,15142,511
1691,Arkansas,6/21/2020,15561,419
1692,Arkansas,6/22/2020,16083,522
1693,Arkansas,6/23/2020,16678,595
1694,Arkansas,6/24/2020,17375,697
1695,Arkansas,6/25/2020,18062,687
1696,Arkansas,6/26/2020,18740,678
1697,Arkansas,6/27/2020,19310,570
1698,Arkansas,6/28/2020,19818,508
1699,Arkansas,6/29/2020,20257,439
1700,Arkansas,6/30/2020,20777,520
1701,Arkansas,7/1/2020,21197,420
1702,Arkansas,7/2/2020,22075,878
1703,Arkansas,7/3/2020,22622,547
1704,Arkansas,7/4/2020,23209,587
1705,Arkansas,7/5/2020,23814,605
1706,Arkansas,7/6/2020,24253,439
1707,Arkansas,7/7/2020,24512,259
1708,Arkansas,7/8/2020,25246,734
1709,Arkansas,7/9/2020,26052,806
1710,Arkansas,7/10/2020,26803,751
1711,Arkansas,7/11/2020,27864,1061
1712,Arkansas,7/12/2020,28367,503
1713,Arkansas,7/13/2020,28939,572
1714,Arkansas,7/14/2020,29733,794
1715,Arkansas,7/15/2020,30297,564
1716,Arkansas,7/16/2020,31114,817
1717,Arkansas,7/17/2020,31762,648
1718,Arkansas,7/18/2020,32533,771
1719,Arkansas,7/19/2020,33228,695
1720,Arkansas,7/20/2020,33927,699
1721,Arkansas,7/21/2020,34665,738
1722,Arkansas,7/22/2020,35246,581
1723,Arkansas,7/23/2020,36259,1013
1724,Arkansas,7/24/2020,37249,990
1725,Arkansas,7/25/2020,37981,732
1726,Arkansas,7/26/2020,38623,642
1727,Arkansas,7/27/2020,39447,824
1728,Arkansas,7/28/2020,40181,734
1729,Arkansas,7/29/2020,40968,787
1730,Arkansas,7/30/2020,41759,791
1731,Arkansas,7/31/2020,42511,752
1732,Arkansas,8/1/2020,43173,662
1733,Arkansas,8/2/2020,43810,637
1734,Arkansas,8/3/2020,44597,787
1735,Arkansas,8/4/2020,45381,784
1736,Arkansas,8/5/2020,46293,912
1737,Arkansas,8/6/2020,47028,735
1738,Arkansas,8/7/2020,48039,1011
1739,Arkansas,8/8/2020,48811,772
1740,Arkansas,8/9/2020,49383,572
1741,Arkansas,8/10/2020,50028,645
1742,Arkansas,8/11/2020,50411,383
1743,Arkansas,8/12/2020,51114,703
1744,Arkansas,8/13/2020,51766,652
1745,Arkansas,8/14/2020,52392,626
1746,Arkansas,8/15/2020,51992,-400
1747,Arkansas,8/16/2020,52665,673
1748,Arkansas,8/17/2020,53077,412
1749,Arkansas,8/18/2020,53487,410
1750,Arkansas,8/19/2020,54216,729
1751,Arkansas,8/20/2020,54765,549
1752,Arkansas,8/21/2020,55652,887
1753,Arkansas,8/22/2020,56199,547
1754,Arkansas,8/23/2020,56574,375
1755,Arkansas,8/24/2020,56894,320
1756,Arkansas,8/25/2020,57374,480
1757,Arkansas,8/26/2020,58023,649
1758,Arkansas,8/27/2020,58745,722
1759,Arkansas,8/28/2020,59583,838
1760,Arkansas,8/29/2020,60378,795
1761,Arkansas,8/30/2020,60856,478
1762,Arkansas,8/31/2020,61224,368
1763,Arkansas,9/1/2020,61497,273
1764,Arkansas,9/2/2020,62112,615
1765,Arkansas,9/3/2020,63504,1392
1766,Arkansas,9/4/2020,64678,1174
1767,Arkansas,9/5/2020,65226,548
1768,Arkansas,9/6/2020,65932,706
1769,Arkansas,9/7/2020,66280,348
1770,Arkansas,9/8/2020,66757,477
1771,Arkansas,9/9/2020,67255,498
1772,Arkansas,9/10/2020,67803,548
1773,Arkansas,9/11/2020,68983,1180
1774,Arkansas,9/12/2020,69710,727
1775,Arkansas,9/13/2020,70219,509
1776,Arkansas,9/14/2020,70627,408
1777,Arkansas,9/15/2020,71357,730
1778,Arkansas,9/16/2020,72219,862
1779,Arkansas,9/17/2020,73211,992
1780,Arkansas,9/18/2020,74082,871
1781,Arkansas,9/19/2020,75160,1078
1782,Arkansas,9/20/2020,75723,563
1783,Arkansas,9/21/2020,76364,641
1784,Arkansas,9/22/2020,76981,617
1785,Arkansas,9/23/2020,77963,982
1786,Arkansas,9/24/2020,79049,1086
1787,Arkansas,9/25/2020,79946,897
1788,Arkansas,9/26/2020,80755,809
1789,Arkansas,9/27/2020,81242,487
1790,Arkansas,9/28/2020,82049,807
1791,Arkansas,9/29/2020,82755,706
1792,Arkansas,9/30/2020,83697,942
1793,Arkansas,10/1/2020,84821,1124
1794,Arkansas,10/2/2020,85779,958
1795,Arkansas,10/3/2020,86525,746
1796,Arkansas,10/4/2020,87013,488
1797,Arkansas,10/5/2020,87430,417
1798,Arkansas,10/6/2020,88071,641
1799,Arkansas,10/7/2020,88880,809
1800,Arkansas,10/8/2020,90145,1265
1801,Arkansas,10/9/2020,91312,1167
1802,Arkansas,10/10/2020,92220,908
1803,Arkansas,10/11/2020,92833,613
1804,Arkansas,10/12/2020,93487,654
1805,Arkansas,10/13/2020,94167,680
1806,Arkansas,10/14/2020,95246,1079
1807,Arkansas,10/15/2020,96524,1278
1808,Arkansas,10/16/2020,97539,1015
1809,Arkansas,10/17/2020,98422,883
1810,Arkansas,10/18/2020,99066,644
1811,Arkansas,10/19/2020,99597,531
1812,Arkansas,10/20/2020,100441,844
1813,Arkansas,10/21/2020,101596,1155
1814,Arkansas,10/22/2020,102798,1202
1815,Arkansas,10/23/2020,104135,1337
1816,Arkansas,10/24/2020,105318,1183
1817,Arkansas,10/25/2020,106115,797
1818,Arkansas,10/26/2020,106727,612
1819,Arkansas,10/27/2020,107679,952
1820,Arkansas,10/28/2020,108640,961
1821,Arkansas,10/29/2020,109712,1072
1822,Arkansas,10/30/2020,110874,1162
1823,Arkansas,10/31/2020,112190,1316
1824,Arkansas,11/1/2020,113057,867
1825,Arkansas,11/2/2020,113641,584
1826,Arkansas,11/3/2020,114161,520
1827,Arkansas,11/4/2020,115812,1651
1828,Arkansas,11/5/2020,117360,1548
1829,Arkansas,11/6/2020,119230,1870
1830,Arkansas,11/7/2020,120828,1598
1831,Arkansas,11/8/2020,121866,1038
1832,Arkansas,11/9/2020,122811,945
1833,Arkansas,11/10/2020,124235,1424
1834,Arkansas,11/11/2020,126197,1962
1835,Arkansas,11/12/2020,128006,1809
1836,Arkansas,11/13/2020,130318,2312
1837,Arkansas,11/14/2020,132166,1848
1838,Arkansas,11/15/2020,133040,874
1839,Arkansas,11/16/2020,134348,1308
1840,Arkansas,11/17/2020,135902,1554
1841,Arkansas,11/18/2020,137617,1715
1842,Arkansas,11/19/2020,139855,2238
1843,Arkansas,11/20/2020,141916,2061
1844,Arkansas,11/21/2020,143821,1905
1845,Arkansas,11/22/2020,145173,1352
1846,Arkansas,11/23/2020,146190,1017
1847,Arkansas,11/24/2020,148312,2122
1848,Arkansas,11/25/2020,150277,1965
1849,Arkansas,11/26/2020,152625,2348
1850,Arkansas,11/27/2020,153677,1052
1851,Arkansas,11/28/2020,155026,1349
1852,Arkansas,11/29/2020,156247,1221
1853,Arkansas,11/30/2020,157359,1112
1854,Arkansas,12/1/2020,159309,1950
1855,Arkansas,12/2/2020,161521,2212
1856,Arkansas,12/3/2020,164310,2789
1857,Arkansas,12/4/2020,167137,2827
1858,Arkansas,12/5/2020,169382,2245
1859,Arkansas,12/6/2020,170924,1542
1860,Arkansas,12/7/2020,172042,1118
1861,Arkansas,12/8/2020,174325,2283
1862,Arkansas,12/9/2020,176652,2327
1863,Arkansas,12/10/2020,178854,2202
1864,Arkansas,12/11/2020,181624,2770
1865,Arkansas,12/12/2020,184252,2628
1866,Arkansas,12/13/2020,185702,1450
1867,Arkansas,12/14/2020,187057,1355
1868,Arkansas,12/15/2020,189198,2141
1869,Arkansas,12/16/2020,191504,2306
1870,Arkansas,12/17/2020,194543,3039
1871,Arkansas,12/18/2020,197421,2878
1872,Arkansas,12/19/2020,200114,2693
1873,Arkansas,12/20/2020,201650,1536
1874,Arkansas,12/21/2020,203107,1457
1875,Arkansas,12/22/2020,205048,1941
1876,Arkansas,12/23/2020,207941,2893
1877,Arkansas,12/24/2020,211145,3204
1878,Arkansas,12/25/2020,213267,2122
1879,Arkansas,12/26/2020,213969,702
1880,Arkansas,12/27/2020,214877,908
1881,Arkansas,12/28/2020,216528,1651
1882,Arkansas,12/29/2020,219246,2718
1883,Arkansas,12/30/2020,222430,3184
1884,Arkansas,12/31/2020,225138,2708
1885,Arkansas,1/1/2021,229442,4304
1886,Arkansas,1/2/2021,231442,2000
1887,Arkansas,1/3/2021,233475,2033
1888,Arkansas,1/4/2021,234781,1306
1889,Arkansas,1/5/2021,238888,4107
1890,Arkansas,1/6/2021,242593,3705
1891,Arkansas,1/7/2021,245916,3323
1892,Arkansas,1/8/2021,248860,2944
1893,Arkansas,1/9/2021,251746,2886
1894,Arkansas,1/10/2021,255076,3330
1895,Arkansas,1/11/2021,256344,1268
1896,Arkansas,1/12/2021,259553,3209
1897,Arkansas,1/13/2021,262020,2467
1898,Arkansas,1/14/2021,264511,2491
1899,Arkansas,1/15/2021,267635,3124
1900,Arkansas,1/16/2021,270178,2543
1901,Arkansas,1/17/2021,271122,944
1902,Arkansas,1/18/2021,272263,1141
1903,Arkansas,1/19/2021,273594,1331
1904,Arkansas,1/20/2021,276114,2520
1905,Arkansas,1/21/2021,279220,3106
1906,Arkansas,1/22/2021,281382,2162
1907,Arkansas,1/23/2021,282995,1613
1908,Arkansas,1/24/2021,284066,1071
1909,Arkansas,1/25/2021,284702,636
1910,Arkansas,1/26/2021,287187,2485
1911,Arkansas,1/27/2021,288964,1777
1912,Arkansas,1/28/2021,290856,1892
1913,Arkansas,1/29/2021,292563,1707
1914,Arkansas,1/30/2021,294387,1824
1915,Arkansas,1/31/2021,295268,881
1916,Arkansas,2/1/2021,296494,1226
1917,Arkansas,2/2/2021,298004,1510
1918,Arkansas,2/3/2021,300430,2426
1919,Arkansas,2/4/2021,302899,2469
1920,Arkansas,2/5/2021,304723,1824
1921,Arkansas,2/6/2021,306064,1341
1922,Arkansas,2/7/2021,306736,672
1923,Arkansas,2/8/2021,307373,637
1924,Arkansas,2/9/2021,308848,1475
1925,Arkansas,2/10/2021,309940,1092
1926,Arkansas,2/11/2021,311043,1103
1927,Arkansas,2/12/2021,311608,565
1928,Arkansas,2/13/2021,312562,954
1929,Arkansas,2/14/2021,313028,466
1930,Arkansas,2/15/2021,313348,320
1931,Arkansas,2/16/2021,313525,177
1932,Arkansas,2/17/2021,314192,667
1933,Arkansas,2/18/2021,314445,253
1934,Arkansas,2/19/2021,314713,268
1935,Arkansas,2/20/2021,315230,517
1936,Arkansas,2/21/2021,315514,284
1937,Arkansas,2/22/2021,315759,245
1938,Arkansas,2/23/2021,316593,834
1939,Arkansas,2/24/2021,317396,803
1940,Arkansas,2/25/2021,318122,726
1941,Arkansas,2/26/2021,318638,516
1942,Arkansas,2/27/2021,319195,557
1943,Arkansas,2/28/2021,322415,3220
1944,Arkansas,3/1/2021,322509,94
1945,Arkansas,3/2/2021,322949,440
1946,Arkansas,3/3/2021,323353,404
1947,Arkansas,3/4/2021,323756,403
1948,Arkansas,3/5/2021,324326,570
1949,Arkansas,3/6/2021,324653,327
1950,Arkansas,3/7/2021,324818,165
1951,Arkansas,3/8/2021,324951,133
1952,Arkansas,3/9/2021,325383,432
1953,Arkansas,3/10/2021,325700,317
1954,Arkansas,3/11/2021,326040,340
1955,Arkansas,3/12/2021,326499,459
1956,Arkansas,3/13/2021,326813,314
1957,Arkansas,3/14/2021,326943,130
1958,Arkansas,3/15/2021,327060,117
1959,Arkansas,3/16/2021,327456,396
1960,Arkansas,3/17/2021,327781,325
1961,Arkansas,3/18/2021,328045,264
1962,Arkansas,3/19/2021,328273,228
1963,Arkansas,3/20/2021,328547,274
1964,Arkansas,3/21/2021,328655,108
1965,Arkansas,3/22/2021,328707,52
1966,Arkansas,3/23/2021,328946,239
1967,Arkansas,3/24/2021,329177,231
1968,Arkansas,3/25/2021,329511,334
1969,Arkansas,3/26/2021,329695,184
1970,Arkansas,3/27/2021,329860,165
1971,Arkansas,3/28/2021,329929,69
1972,Arkansas,3/29/2021,330008,79
1973,Arkansas,3/30/2021,330186,178
1974,Arkansas,3/31/2021,330398,212
1975,Arkansas,4/1/2021,330609,211
1976,Arkansas,4/2/2021,330753,144
1977,Arkansas,4/3/2021,330970,217
1978,Arkansas,4/4/2021,331054,84
1979,Arkansas,4/5/2021,331098,44
1980,Arkansas,4/6/2021,331261,163
1981,Arkansas,4/7/2021,331505,244
1982,Arkansas,4/8/2021,331704,199
1983,Arkansas,4/9/2021,331882,178
1984,Arkansas,4/10/2021,332053,171
1985,Arkansas,4/11/2021,332053,0
1986,Arkansas,4/12/2021,332222,169
1987,Arkansas,4/13/2021,332446,224
1988,Arkansas,4/14/2021,332666,220
1989,Arkansas,4/15/2021,332949,283
1990,Arkansas,4/16/2021,333186,237
1991,Arkansas,4/17/2021,333407,221
1992,Arkansas,4/18/2021,333452,45
1993,Arkansas,4/19/2021,333511,59
1994,Arkansas,4/20/2021,333709,198
1995,Arkansas,4/21/2021,333709,0
1996,Arkansas,4/22/2021,334222,513
1997,Arkansas,4/23/2021,334458,236
1998,Arkansas,4/24/2021,334642,184
1999,Arkansas,4/25/2021,334706,64
2000,Arkansas,4/26/2021,334769,63
2001,Arkansas,4/27/2021,334998,229
2002,Arkansas,4/28/2021,335289,291
2003,Arkansas,4/29/2021,335529,240
2004,Arkansas,4/30/2021,335725,196
2005,Arkansas,5/1/2021,335968,243
2006,Arkansas,5/2/2021,336105,137
2007,Arkansas,5/3/2021,336166,61
2008,Arkansas,5/4/2021,336462,296
2009,Arkansas,5/5/2021,336760,298
2010,Arkansas,5/6/2021,336948,188
2011,Arkansas,5/7/2021,337170,222
2012,Arkansas,5/8/2021,337415,245
2013,Arkansas,5/9/2021,337510,95
2014,Arkansas,5/10/2021,337586,76
2015,Arkansas,5/11/2021,337819,233
2016,Arkansas,5/12/2021,338043,224
2017,Arkansas,5/13/2021,338235,192
2018,Arkansas,5/14/2021,338485,250
2019,Arkansas,5/15/2021,338687,202
2020,Arkansas,5/16/2021,338782,95
2021,Arkansas,5/17/2021,338849,67
2022,Arkansas,5/18/2021,339162,313
2023,Arkansas,5/19/2021,339406,244
2024,Arkansas,5/20/2021,339662,256
2025,Arkansas,5/21/2021,339863,201
2026,Arkansas,5/22/2021,340040,177
2027,Arkansas,5/23/2021,340137,97
2028,Arkansas,5/24/2021,340186,49
2029,Arkansas,5/25/2021,340515,329
2030,Arkansas,5/26/2021,340698,183
2031,Arkansas,5/27/2021,340916,218
2032,Arkansas,5/28/2021,341130,214
2033,Arkansas,5/29/2021,341290,160
2034,Arkansas,5/30/2021,341351,61
2035,Arkansas,5/31/2021,341381,30
2036,Arkansas,6/1/2021,341450,69
2037,Arkansas,6/2/2021,341692,242
2038,Arkansas,6/3/2021,341889,197
2039,Arkansas,6/4/2021,342142,253
2040,Arkansas,6/5/2021,342345,203
2041,Arkansas,6/6/2021,342433,88
2042,Arkansas,6/7/2021,342495,62
2043,Arkansas,6/8/2021,342726,231
2044,Arkansas,6/9/2021,342927,201
2045,Arkansas,6/10/2021,343216,289
2046,Arkansas,6/11/2021,343609,393
2047,Arkansas,6/12/2021,343873,264
2048,Arkansas,6/13/2021,343964,91
2049,Arkansas,6/14/2021,344067,103
2050,Arkansas,6/15/2021,344369,302
2051,Arkansas,6/16/2021,344657,288
2052,Arkansas,6/17/2021,344945,288
2053,California,1/22/2020,0,0
2054,California,1/23/2020,0,0
2055,California,1/24/2020,0,0
2056,California,1/25/2020,0,0
2057,California,1/26/2020,2,2
2058,California,1/27/2020,2,0
2059,California,1/28/2020,2,0
2060,California,1/29/2020,2,0
2061,California,1/30/2020,2,0
2062,California,1/31/2020,3,1
2063,California,2/1/2020,3,0
2064,California,2/2/2020,545,542
2065,California,2/3/2020,573,28
2066,California,2/4/2020,579,6
2067,California,2/5/2020,583,4
2068,California,2/6/2020,583,0
2069,California,2/7/2020,587,4
2070,California,2/8/2020,593,6
2071,California,2/9/2020,626,33
2072,California,2/10/2020,633,7
2073,California,2/11/2020,640,7
2074,California,2/12/2020,649,9
2075,California,2/13/2020,653,4
2076,California,2/14/2020,657,4
2077,California,2/15/2020,660,3
2078,California,2/16/2020,670,10
2079,California,2/17/2020,682,12
2080,California,2/18/2020,689,7
2081,California,2/19/2020,704,15
2082,California,2/20/2020,714,10
2083,California,2/21/2020,725,11
2084,California,2/22/2020,749,24
2085,California,2/23/2020,769,20
2086,California,2/24/2020,784,15
2087,California,2/25/2020,803,19
2088,California,2/26/2020,842,39
2089,California,2/27/2020,866,24
2090,California,2/28/2020,909,43
2091,California,2/29/2020,935,26
2092,California,3/1/2020,990,55
2093,California,3/2/2020,1031,41
2094,California,3/3/2020,1131,100
2095,California,3/4/2020,1208,77
2096,California,3/5/2020,1293,85
2097,California,3/6/2020,1387,94
2098,California,3/7/2020,1493,106
2099,California,3/8/2020,1649,156
2100,California,3/9/2020,1810,161
2101,California,3/10/2020,1992,182
2102,California,3/11/2020,2320,328
2103,California,3/12/2020,2672,352
2104,California,3/13/2020,3088,416
2105,California,3/14/2020,3582,494
2106,California,3/15/2020,4149,567
2107,California,3/16/2020,4650,501
2108,California,3/17/2020,5247,597
2109,California,3/18/2020,6105,858
2110,California,3/19/2020,6919,814
2111,California,3/20/2020,7668,749
2112,California,3/21/2020,8428,760
2113,California,3/22/2020,9348,920
2114,California,3/23/2020,10031,683
2115,California,3/24/2020,10782,751
2116,California,3/25/2020,11782,1000
2117,California,3/26/2020,12620,838
2118,California,3/27/2020,13662,1042
2119,California,3/28/2020,14628,966
2120,California,3/29/2020,15626,998
2121,California,3/30/2020,16568,942
2122,California,3/31/2020,17391,823
2123,California,4/1/2020,18758,1367
2124,California,4/2/2020,20005,1247
2125,California,4/3/2020,21499,1494
2126,California,4/4/2020,22862,1363
2127,California,4/5/2020,24364,1502
2128,California,4/6/2020,25486,1122
2129,California,4/7/2020,26623,1137
2130,California,4/8/2020,27973,1350
2131,California,4/9/2020,29390,1417
2132,California,4/10/2020,30859,1469
2133,California,4/11/2020,32253,1394
2134,California,4/12/2020,33709,1456
2135,California,4/13/2020,34757,1048
2136,California,4/14/2020,35731,974
2137,California,4/15/2020,37244,1513
2138,California,4/16/2020,38727,1483
2139,California,4/17/2020,40388,1661
2140,California,4/18/2020,42046,1658
2141,California,4/19/2020,43625,1579
2142,California,4/20/2020,44825,1200
2143,California,4/21/2020,45891,1066
2144,California,4/22/2020,47788,1897
2145,California,4/23/2020,49450,1662
2146,California,4/24/2020,51191,1741
2147,California,4/25/2020,53024,1833
2148,California,4/26/2020,55029,2005
2149,California,4/27/2020,56627,1598
2150,California,4/28/2020,57879,1252
2151,California,4/29/2020,60102,2223
2152,California,4/30/2020,62188,2086
2153,California,5/1/2020,64203,2015
2154,California,5/2/2020,66110,1907
2155,California,5/3/2020,68323,2213
2156,California,5/4/2020,69702,1379
2157,California,5/5/2020,70848,1146
2158,California,5/6/2020,73257,2409
2159,California,5/7/2020,75847,2590
2160,California,5/8/2020,78160,2313
2161,California,5/9/2020,80303,2143
2162,California,5/10/2020,82552,2249
2163,California,5/11/2020,84115,1563
2164,California,5/12/2020,85441,1326
2165,California,5/13/2020,87867,2426
2166,California,5/14/2020,90289,2422
2167,California,5/15/2020,92559,2270
2168,California,5/16/2020,95204,2645
2169,California,5/17/2020,97709,2505
2170,California,5/18/2020,99417,1708
2171,California,5/19/2020,100740,1323
2172,California,5/20/2020,103505,2765
2173,California,5/21/2020,105925,2420
2174,California,5/22/2020,108614,2689
2175,California,5/23/2020,111049,2435
2176,California,5/24/2020,113566,2517
2177,California,5/25/2020,115305,1739
2178,California,5/26/2020,116705,1400
2179,California,5/27/2020,118924,2219
2180,California,5/28/2020,122500,3576
2181,California,5/29/2020,126011,3511
2182,California,5/30/2020,129169,3158
2183,California,5/31/2020,132950,3781
2184,California,6/1/2020,135173,2223
2185,California,6/2/2020,136763,1590
2186,California,6/3/2020,140409,3646
2187,California,6/4/2020,144310,3901
2188,California,6/5/2020,147723,3413
2189,California,6/6/2020,151320,3597
2190,California,6/7/2020,155028,3708
2191,California,6/8/2020,157728,2700
2192,California,6/9/2020,159739,2011
2193,California,6/10/2020,163937,4198
2194,California,6/11/2020,167941,4004
2195,California,6/12/2020,172198,4257
2196,California,6/13/2020,176278,4080
2197,California,6/14/2020,180760,4482
2198,California,6/15/2020,184393,3633
2199,California,6/16/2020,187381,2988
2200,California,6/17/2020,193791,6410
2201,California,6/18/2020,200232,6441
2202,California,6/19/2020,206975,6743
2203,California,6/20/2020,213726,6751
2204,California,6/21/2020,220605,6879
2205,California,6/22/2020,225951,5346
2206,California,6/23/2020,230281,4330
2207,California,6/24/2020,239669,9388
2208,California,6/25/2020,249353,9684
2209,California,6/26/2020,259200,9847
2210,California,6/27/2020,268604,9404
2211,California,6/28/2020,277710,9106
2212,California,6/29/2020,283982,6272
2213,California,6/30/2020,289447,5465
2214,California,7/1/2020,299963,10516
2215,California,7/2/2020,310492,10529
2216,California,7/3/2020,321728,11236
2217,California,7/4/2020,332356,10628
2218,California,7/5/2020,340360,8004
2219,California,7/6/2020,345749,5389
2220,California,7/7/2020,351988,6239
2221,California,7/8/2020,363775,11787
2222,California,7/9/2020,376301,12526
2223,California,7/10/2020,388486,12185
2224,California,7/11/2020,399657,11171
2225,California,7/12/2020,411109,11452
2226,California,7/13/2020,418677,7568
2227,California,7/14/2020,424582,5905
2228,California,7/15/2020,436247,11665
2229,California,7/16/2020,447827,11580
2230,California,7/17/2020,459435,11608
2231,California,7/18/2020,470508,11073
2232,California,7/19/2020,481278,10770
2233,California,7/20/2020,488603,7325
2234,California,7/21/2020,494092,5489
2235,California,7/22/2020,505139,11047
2236,California,7/23/2020,515249,10110
2237,California,7/24/2020,524626,9377
2238,California,7/25/2020,533135,8509
2239,California,7/26/2020,541385,8250
2240,California,7/27/2020,547183,5798
2241,California,7/28/2020,551343,4160
2242,California,7/29/2020,560457,9114
2243,California,7/30/2020,569287,8830
2244,California,7/31/2020,577082,7795
2245,California,8/1/2020,584325,7243
2246,California,8/2/2020,591549,7224
2247,California,8/3/2020,596947,5398
2248,California,8/4/2020,600514,3567
2249,California,8/5/2020,608065,7551
2250,California,8/6/2020,615313,7248
2251,California,8/7/2020,622026,6713
2252,California,8/8/2020,628279,6253
2253,California,8/9/2020,634707,6428
2254,California,8/10/2020,638981,4274
2255,California,8/11/2020,642156,3175
2256,California,8/12/2020,649222,7066
2257,California,8/13/2020,655419,6197
2258,California,8/14/2020,661355,5936
2259,California,8/15/2020,666568,5213
2260,California,8/16/2020,671780,5212
2261,California,8/17/2020,675433,3653
2262,California,8/18/2020,678111,2678
2263,California,8/19/2020,683865,5754
2264,California,8/20/2020,689104,5239
2265,California,8/21/2020,693782,4678
2266,California,8/22/2020,698473,4691
2267,California,8/23/2020,702901,4428
2268,California,8/24/2020,706022,3121
2269,California,8/25/2020,708575,2553
2270,California,8/26/2020,714028,5453
2271,California,8/27/2020,718930,4902
2272,California,8/28/2020,723549,4619
2273,California,8/29/2020,727560,4011
