ID,State,Date,Total_Cases,New_Cases
1,Alabama,1/22/2020,33,33
2,Alabama,1/23/2020,34,1
3,Alabama,1/24/2020,34,0
4,Alabama,1/25/2020,37,3
5,Alabama,1/26/2020,37,0
6,Alabama,1/27/2020,38,1
7,Alabama,1/28/2020,39,1
8,Alabama,1/29/2020,40,1
9,Alabama,1/30/2020,42,2
10,Alabama,1/31/2020,44,2
11,Alabama,2/1/2020,47,3
12,Alabama,2/2/2020,48,1
13,Alabama,2/3/2020,52,4
14,Alabama,2/4/2020,53,1
15,Alabama,2/5/2020,54,1
16,Alabama,2/6/2020,54,0
17,Alabama,2/7/2020,54,0
18,Alabama,2/8/2020,55,1
19,Alabama,2/9/2020,57,2
20,Alabama,2/10/2020,58,1
21,Alabama,2/11/2020,59,1
22,Alabama,2/12/2020,60,1
23,Alabama,2/13/2020,61,1
24,Alabama,2/14/2020,64,3
25,Alabama,2/15/2020,66,2
26,Alabama,2/16/2020,66,0
27,Alabama,2/17/2020,70,4
28,Alabama,2/18/2020,70,0
29,Alabama,2/19/2020,70,0
30,Alabama,2/20/2020,71,1
31,Alabama,2/21/2020,75,4
32,Alabama,2/22/2020,75,0
33,Alabama,2/23/2020,77,2
34,Alabama,2/24/2020,81,4
35,Alabama,2/25/2020,82,1
36,Alabama,2/26/2020,84,2
37,Alabama,2/27/2020,91,7
38,Alabama,2/28/2020,95,4
39,Alabama,2/29/2020,99,4
40,Alabama,3/1/2020,115,16
41,Alabama,3/2/2020,124,9
42,Alabama,3/3/2020,134,10
43,Alabama,3/4/2020,143,9
44,Alabama,3/5/2020,152,9
45,Alabama,3/6/2020,160,8
46,Alabama,3/7/2020,174,14
47,Alabama,3/8/2020,188,14
48,Alabama,3/9/2020,215,27
49,Alabama,3/10/2020,239,24
50,Alabama,3/11/2020,268,29
51,Alabama,3/12/2020,305,37
52,Alabama,3/13/2020,369,64
53,Alabama,3/14/2020,446,77
54,Alabama,3/15/2020,514,68
55,Alabama,3/16/2020,628,114
56,Alabama,3/17/2020,755,127
57,Alabama,3/18/2020,898,143
58,Alabama,3/19/2020,1024,126
59,Alabama,3/20/2020,1183,159
60,Alabama,3/21/2020,1304,121
61,Alabama,3/22/2020,1431,127
62,Alabama,3/23/2020,1655,224
63,Alabama,3/24/2020,1828,173
64,Alabama,3/25/2020,2007,179
65,Alabama,3/26/2020,2187,180
66,Alabama,3/27/2020,2428,241
67,Alabama,3/28/2020,2574,146
68,Alabama,3/29/2020,2709,135
69,Alabama,3/30/2020,2979,270
70,Alabama,3/31/2020,3201,222
71,Alabama,4/1/2020,3405,204
72,Alabama,4/2/2020,3638,233
73,Alabama,4/3/2020,3854,216
74,Alabama,4/4/2020,4000,146
75,Alabama,4/5/2020,4158,158
76,Alabama,4/6/2020,4466,308
77,Alabama,4/7/2020,4718,252
78,Alabama,4/8/2020,4931,213
79,Alabama,4/9/2020,5150,219
80,Alabama,4/10/2020,5337,187
81,Alabama,4/11/2020,5461,124
82,Alabama,4/12/2020,5575,114
83,Alabama,4/13/2020,5841,266
84,Alabama,4/14/2020,6028,187
85,Alabama,4/15/2020,6196,168
86,Alabama,4/16/2020,6415,219
87,Alabama,4/17/2020,6629,214
88,Alabama,4/18/2020,6826,197
89,Alabama,4/19/2020,6952,126
90,Alabama,4/20/2020,7254,302
91,Alabama,4/21/2020,7529,275
92,Alabama,4/22/2020,7784,255
93,Alabama,4/23/2020,7998,214
94,Alabama,4/24/2020,8215,217
95,Alabama,4/25/2020,8432,217
96,Alabama,4/26/2020,8607,175
97,Alabama,4/27/2020,8952,345
98,Alabama,4/28/2020,9272,320
99,Alabama,4/29/2020,9546,274
100,Alabama,4/30/2020,9855,309
101,Alabama,5/1/2020,10211,356
102,Alabama,5/2/2020,10348,137
103,Alabama,5/3/2020,10520,172
104,Alabama,5/4/2020,10854,334
105,Alabama,5/5/2020,11179,325
106,Alabama,5/6/2020,11500,321
107,Alabama,5/7/2020,11793,293
108,Alabama,5/8/2020,12091,298
109,Alabama,5/9/2020,12261,170
110,Alabama,5/10/2020,12497,236
111,Alabama,5/11/2020,12937,440
112,Alabama,5/12/2020,13346,409
113,Alabama,5/13/2020,13785,439
114,Alabama,5/14/2020,14214,429
115,Alabama,5/15/2020,14660,446
116,Alabama,5/16/2020,14955,295
117,Alabama,5/17/2020,15210,255
118,Alabama,5/18/2020,15742,532
119,Alabama,5/19/2020,16268,526
120,Alabama,5/20/2020,16833,565
121,Alabama,5/21/2020,17363,530
122,Alabama,5/22/2020,17776,413
123,Alabama,5/23/2020,18096,320
124,Alabama,5/24/2020,18383,287
125,Alabama,5/25/2020,18749,366
126,Alabama,5/26/2020,19343,594
127,Alabama,5/27/2020,19990,647
128,Alabama,5/28/2020,20506,516
129,Alabama,5/29/2020,21027,521
130,Alabama,5/30/2020,21420,393
131,Alabama,5/31/2020,21778,358
132,Alabama,6/1/2020,22550,772
133,Alabama,6/2/2020,23126,576
134,Alabama,6/3/2020,23740,614
135,Alabama,6/4/2020,24266,526
136,Alabama,6/5/2020,24888,622
137,Alabama,6/6/2020,25296,408
138,Alabama,6/7/2020,25666,370
139,Alabama,6/8/2020,26467,801
140,Alabama,6/9/2020,27196,729
141,Alabama,6/10/2020,28006,810
142,Alabama,6/11/2020,28780,774
143,Alabama,6/12/2020,29490,710
144,Alabama,6/13/2020,29934,444
145,Alabama,6/14/2020,30347,413
146,Alabama,6/15/2020,31319,972
147,Alabama,6/16/2020,32166,847
148,Alabama,6/17/2020,33112,946
149,Alabama,6/18/2020,34005,893
150,Alabama,6/19/2020,34936,931
151,Alabama,6/20/2020,35601,665
152,Alabama,6/21/2020,36209,608
153,Alabama,6/22/2020,37499,1290
154,Alabama,6/23/2020,38660,1161
155,Alabama,6/24/2020,39838,1178
156,Alabama,6/25/2020,41019,1181
157,Alabama,6/26/2020,42215,1196
158,Alabama,6/27/2020,42989,774
159,Alabama,6/28/2020,43839,850
160,Alabama,6/29/2020,45555,1716
161,Alabama,6/30/2020,47125,1570
162,Alabama,7/1/2020,48890,1765
163,Alabama,7/2/2020,50651,1761
164,Alabama,7/3/2020,51886,1235
165,Alabama,7/4/2020,52527,641
166,Alabama,7/5/2020,53432,905
167,Alabama,7/6/2020,56152,2720
168,Alabama,7/7/2020,58803,2651
169,Alabama,7/8/2020,61368,2565
170,Alabama,7/9/2020,63751,2383
171,Alabama,7/10/2020,66227,2476
172,Alabama,7/11/2020,67262,1035
173,Alabama,7/12/2020,68152,890
174,Alabama,7/13/2020,70817,2665
175,Alabama,7/14/2020,73290,2473
176,Alabama,7/15/2020,75658,2368
177,Alabama,7/16/2020,77942,2284
178,Alabama,7/17/2020,79955,2013
179,Alabama,7/18/2020,81061,1106
180,Alabama,7/19/2020,81991,930
181,Alabama,7/20/2020,84694,2703
182,Alabama,7/21/2020,86978,2284
183,Alabama,7/22/2020,89056,2078
184,Alabama,7/23/2020,90959,1903
185,Alabama,7/24/2020,92507,1548
186,Alabama,7/25/2020,93438,931
187,Alabama,7/26/2020,94234,796
188,Alabama,7/27/2020,96491,2257
189,Alabama,7/28/2020,98590,2099
190,Alabama,7/29/2020,100609,2019
191,Alabama,7/30/2020,102214,1605
192,Alabama,7/31/2020,103591,1377
193,Alabama,8/1/2020,104549,958
194,Alabama,8/2/2020,105394,845
195,Alabama,8/3/2020,107446,2052
196,Alabama,8/4/2020,109138,1692
197,Alabama,8/5/2020,110733,1595
198,Alabama,8/6/2020,112274,1541
199,Alabama,8/7/2020,113624,1350
200,Alabama,8/8/2020,114400,776
201,Alabama,8/9/2020,115057,657
202,Alabama,8/10/2020,116693,1636
203,Alabama,8/11/2020,118050,1357
204,Alabama,8/12/2020,119266,1216
205,Alabama,8/13/2020,120373,1107
206,Alabama,8/14/2020,121455,1082
207,Alabama,8/15/2020,122114,659
208,Alabama,8/16/2020,122708,594
209,Alabama,8/17/2020,123942,1234
210,Alabama,8/18/2020,124987,1045
211,Alabama,8/19/2020,126049,1062
212,Alabama,8/20/2020,127087,1038
213,Alabama,8/21/2020,128218,1131
214,Alabama,8/22/2020,128967,749
215,Alabama,8/23/2020,129797,830
216,Alabama,8/24/2020,131530,1733
217,Alabama,8/25/2020,132976,1446
218,Alabama,8/26/2020,134421,1445
219,Alabama,8/27/2020,135825,1404
220,Alabama,8/28/2020,137101,1276
221,Alabama,8/29/2020,137753,652
222,Alabama,8/30/2020,138482,729
223,Alabama,8/31/2020,139936,1454
224,Alabama,9/1/2020,141360,1424
225,Alabama,9/2/2020,142679,1319
226,Alabama,9/3/2020,143779,1100
227,Alabama,9/4/2020,144794,1015
228,Alabama,9/5/2020,145383,589
229,Alabama,9/6/2020,145967,584
230,Alabama,9/7/2020,146680,713
231,Alabama,9/8/2020,148054,1374
232,Alabama,9/9/2020,149187,1133
233,Alabama,9/10/2020,150190,1003
234,Alabama,9/11/2020,151123,933
235,Alabama,9/12/2020,151749,626
236,Alabama,9/13/2020,152343,594
237,Alabama,9/14/2020,153458,1115
238,Alabama,9/15/2020,154450,992
239,Alabama,9/16/2020,155362,912
240,Alabama,9/17/2020,156192,830
241,Alabama,9/18/2020,157049,857
242,Alabama,9/19/2020,157612,563
243,Alabama,9/20/2020,158190,578
244,Alabama,9/21/2020,159319,1129
245,Alabama,9/22/2020,160233,914
246,Alabama,9/23/2020,161056,823
247,Alabama,9/24/2020,161866,810
248,Alabama,9/25/2020,162731,865
249,Alabama,9/26/2020,163336,605
250,Alabama,9/27/2020,163926,590
251,Alabama,9/28/2020,165067,1141
252,Alabama,9/29/2020,165889,822
253,Alabama,9/30/2020,166802,913
254,Alabama,10/1/2020,167640,838
255,Alabama,10/2/2020,168515,875
256,Alabama,10/3/2020,169161,646
257,Alabama,10/4/2020,169841,680
258,Alabama,10/5/2020,171134,1293
259,Alabama,10/6/2020,172208,1074
260,Alabama,10/7/2020,173341,1133
261,Alabama,10/8/2020,174410,1069
262,Alabama,10/9/2020,175507,1097
263,Alabama,10/10/2020,176279,772
264,Alabama,10/11/2020,177026,747
265,Alabama,10/12/2020,178419,1393
266,Alabama,10/13/2020,179712,1293
267,Alabama,10/14/2020,180843,1131
268,Alabama,10/15/2020,182024,1181
269,Alabama,10/16/2020,183130,1106
270,Alabama,10/17/2020,183868,738
271,Alabama,10/18/2020,184678,810
272,Alabama,10/19/2020,186234,1556
273,Alabama,10/20/2020,187562,1328
274,Alabama,10/21/2020,188899,1337
275,Alabama,10/22/2020,190274,1375
276,Alabama,10/23/2020,191514,1240
277,Alabama,10/24/2020,192313,799
278,Alabama,10/25/2020,193210,897
279,Alabama,10/26/2020,195045,1835
280,Alabama,10/27/2020,196747,1702
281,Alabama,10/28/2020,198231,1484
282,Alabama,10/29/2020,199544,1313
283,Alabama,10/30/2020,200758,1214
284,Alabama,10/31/2020,201571,813
285,Alabama,11/1/2020,202515,944
286,Alabama,11/2/2020,204261,1746
287,Alabama,11/3/2020,205738,1477
288,Alabama,11/4/2020,207363,1625
289,Alabama,11/5/2020,209181,1818
290,Alabama,11/6/2020,210865,1684
291,Alabama,11/7/2020,212058,1193
292,Alabama,11/8/2020,213287,1229
293,Alabama,11/9/2020,216200,2913
294,Alabama,11/10/2020,218679,2479
295,Alabama,11/11/2020,221083,2404
296,Alabama,11/12/2020,223442,2359
297,Alabama,11/13/2020,225523,2081
298,Alabama,11/14/2020,226945,1422
299,Alabama,11/15/2020,228324,1379
300,Alabama,11/16/2020,231508,3184
301,Alabama,11/17/2020,234140,2632
302,Alabama,11/18/2020,236701,2561
303,Alabama,11/19/2020,239211,2510
304,Alabama,11/20/2020,241483,2272
305,Alabama,11/21/2020,242997,1514
306,Alabama,11/22/2020,244605,1608
307,Alabama,11/23/2020,248004,3399
308,Alabama,11/24/2020,250965,2961
309,Alabama,11/25/2020,253758,2793
310,Alabama,11/26/2020,254477,719
311,Alabama,11/27/2020,257332,2855
312,Alabama,11/28/2020,259489,2157
313,Alabama,11/29/2020,261852,2363
314,Alabama,11/30/2020,266820,4968
315,Alabama,12/1/2020,270821,4001
316,Alabama,12/2/2020,274572,3751
317,Alabama,12/3/2020,278338,3766
318,Alabama,12/4/2020,281732,3394
319,Alabama,12/5/2020,283890,2158
320,Alabama,12/6/2020,286106,2216
321,Alabama,12/7/2020,291080,4974
322,Alabama,12/8/2020,295137,4057
323,Alabama,12/9/2020,299183,4046
324,Alabama,12/10/2020,303424,4241
325,Alabama,12/11/2020,307337,3913
326,Alabama,12/12/2020,309983,2646
327,Alabama,12/13/2020,312622,2639
328,Alabama,12/14/2020,318677,6055
329,Alabama,12/15/2020,323674,4997
330,Alabama,12/16/2020,328265,4591
331,Alabama,12/17/2020,332655,4390
332,Alabama,12/18/2020,336551,3896
333,Alabama,12/19/2020,339149,2598
334,Alabama,12/20/2020,341712,2563
335,Alabama,12/21/2020,347599,5887
336,Alabama,12/22/2020,352464,4865
337,Alabama,12/23/2020,356903,4439
338,Alabama,12/24/2020,359442,2539
339,Alabama,12/25/2020,360404,962
340,Alabama,12/26/2020,363867,3463
341,Alabama,12/27/2020,366983,3116
342,Alabama,12/28/2020,373843,6860
343,Alabama,12/29/2020,379690,5847
344,Alabama,12/30/2020,385370,5680
345,Alabama,12/31/2020,389746,4376
346,Alabama,1/1/2021,392041,2295
347,Alabama,1/2/2021,395455,3414
348,Alabama,1/3/2021,398741,3286
349,Alabama,1/4/2021,405404,6663
350,Alabama,1/5/2021,410812,5408
351,Alabama,1/6/2021,415445,4633
352,Alabama,1/7/2021,419783,4338
353,Alabama,1/8/2021,423672,3889
354,Alabama,1/9/2021,426008,2336
355,Alabama,1/10/2021,428051,2043
356,Alabama,1/11/2021,432319,4268
357,Alabama,1/12/2021,435786,3467
358,Alabama,1/13/2021,439074,3288
359,Alabama,1/14/2021,442297,3223
360,Alabama,1/15/2021,445350,3053
361,Alabama,1/16/2021,447221,1871
362,Alabama,1/17/2021,449002,1781
363,Alabama,1/18/2021,452447,3445
364,Alabama,1/19/2021,455774,3327
365,Alabama,1/20/2021,458742,2968
366,Alabama,1/21/2021,461597,2855
367,Alabama,1/22/2021,464148,2551
368,Alabama,1/23/2021,465747,1599
369,Alabama,1/24/2021,467383,1636
370,Alabama,1/25/2021,470718,3335
371,Alabama,1/26/2021,473576,2858
372,Alabama,1/27/2021,476108,2532
373,Alabama,1/28/2021,478409,2301
374,Alabama,1/29/2021,480328,1919
375,Alabama,1/30/2021,481572,1244
376,Alabama,1/31/2021,482788,1216
377,Alabama,2/1/2021,485207,2419
378,Alabama,2/2/2021,487165,1958
379,Alabama,2/3/2021,488874,1709
380,Alabama,2/4/2021,490502,1628
381,Alabama,2/5/2021,492046,1544
382,Alabama,2/6/2021,493017,971
383,Alabama,2/7/2021,493932,915
384,Alabama,2/8/2021,495617,1685
385,Alabama,2/9/2021,497062,1445
386,Alabama,2/10/2021,498399,1337
387,Alabama,2/11/2021,499560,1161
388,Alabama,2/12/2021,500642,1082
389,Alabama,2/13/2021,501388,746
390,Alabama,2/14/2021,502025,637
391,Alabama,2/15/2021,503011,986
392,Alabama,2/16/2021,503697,686
393,Alabama,2/17/2021,504808,1111
394,Alabama,2/18/2021,505688,880
395,Alabama,2/19/2021,506466,778
396,Alabama,2/20/2021,507067,601
397,Alabama,2/21/2021,507644,577
398,Alabama,2/22/2021,508656,1012
399,Alabama,2/23/2021,509513,857
400,Alabama,2/24/2021,510489,976
401,Alabama,2/25/2021,511241,752
402,Alabama,2/26/2021,511895,654
403,Alabama,2/27/2021,512333,438
404,Alabama,2/28/2021,512825,492
405,Alabama,3/1/2021,513652,827
406,Alabama,3/2/2021,514217,565
407,Alabama,3/3/2021,514766,549
408,Alabama,3/4/2021,515271,505
409,Alabama,3/5/2021,515782,511
410,Alabama,3/6/2021,516143,361
411,Alabama,3/7/2021,516486,343
412,Alabama,3/8/2021,517005,519
413,Alabama,3/9/2021,517508,503
414,Alabama,3/10/2021,517987,479
415,Alabama,3/11/2021,518457,470
416,Alabama,3/12/2021,518926,469
417,Alabama,3/13/2021,519220,294
418,Alabama,3/14/2021,519521,301
419,Alabama,3/15/2021,520088,567
420,Alabama,3/16/2021,520543,455
421,Alabama,3/17/2021,520943,400
422,Alabama,3/18/2021,521397,454
423,Alabama,3/19/2021,521772,375
424,Alabama,3/20/2021,522107,335
425,Alabama,3/21/2021,522379,272
426,Alabama,3/22/2021,522911,532
427,Alabama,3/23/2021,523347,436
428,Alabama,3/24/2021,523754,407
429,Alabama,3/25/2021,524059,305
430,Alabama,3/26/2021,524415,356
431,Alabama,3/27/2021,524698,283
432,Alabama,3/28/2021,524971,273
433,Alabama,3/29/2021,525417,446
434,Alabama,3/30/2021,525820,403
435,Alabama,3/31/2021,526163,343
436,Alabama,4/1/2021,526545,382
437,Alabama,4/2/2021,526904,359
438,Alabama,4/3/2021,527157,253
439,Alabama,4/4/2021,527399,242
440,Alabama,4/5/2021,527953,554
441,Alabama,4/6/2021,528406,453
442,Alabama,4/7/2021,528846,440
443,Alabama,4/8/2021,529249,403
444,Alabama,4/9/2021,529671,422
445,Alabama,4/10/2021,529984,313
446,Alabama,4/11/2021,530275,291
447,Alabama,4/12/2021,530841,566
448,Alabama,4/13/2021,531323,482
449,Alabama,4/14/2021,531765,442
450,Alabama,4/15/2021,532175,410
451,Alabama,4/16/2021,532592,417
452,Alabama,4/17/2021,532866,274
453,Alabama,4/18/2021,533186,320
454,Alabama,4/19/2021,533721,535
455,Alabama,4/20/2021,534168,447
456,Alabama,4/21/2021,534575,407
457,Alabama,4/22/2021,534953,378
458,Alabama,4/23/2021,535341,388
459,Alabama,4/24/2021,535614,273
460,Alabama,4/25/2021,535888,274
461,Alabama,4/26/2021,536384,496
462,Alabama,4/27/2021,536823,439
463,Alabama,4/28/2021,537275,452
464,Alabama,4/29/2021,537643,368
465,Alabama,4/30/2021,537976,333
466,Alabama,5/1/2021,538254,278
467,Alabama,5/2/2021,538528,274
468,Alabama,5/3/2021,539006,478
469,Alabama,5/4/2021,539371,365
470,Alabama,5/5/2021,539737,366
471,Alabama,5/6/2021,540071,334
472,Alabama,5/7/2021,540364,293
473,Alabama,5/8/2021,540595,231
474,Alabama,5/9/2021,540805,210
475,Alabama,5/10/2021,541181,376
476,Alabama,5/11/2021,541482,301
477,Alabama,5/12/2021,541838,356
478,Alabama,5/13/2021,542127,289
479,Alabama,5/14/2021,542395,268
480,Alabama,5/15/2021,542600,205
481,Alabama,5/16/2021,542806,206
482,Alabama,5/17/2021,543167,361
483,Alabama,5/18/2021,543439,272
484,Alabama,5/19/2021,543693,254
485,Alabama,5/20/2021,543943,250
486,Alabama,5/21/2021,544218,275
487,Alabama,5/22/2021,544403,185
488,Alabama,5/23/2021,544552,149
489,Alabama,5/24/2021,544797,245
490,Alabama,5/25/2021,544980,183
491,Alabama,5/26/2021,545168,188
492,Alabama,5/27/2021,545328,160
493,Alabama,5/28/2021,545467,139
494,Alabama,5/29/2021,545570,103
495,Alabama,5/30/2021,545685,115
496,Alabama,5/31/2021,545786,101
497,Alabama,6/1/2021,545974,188
498,Alabama,6/2/2021,546145,171
499,Alabama,6/3/2021,546259,114
500,Alabama,6/4/2021,546342,83
501,Alabama,6/5/2021,546402,60
502,Alabama,6/6/2021,546462,60
503,Alabama,6/7/2021,546537,75
504,Alabama,6/8/2021,546842,305
505,Alabama,6/9/2021,547132,290
506,Alabama,6/10/2021,547320,188
507,Alabama,6/11/2021,547733,413
508,Alabama,6/12/2021,547870,137
509,Alabama,6/13/2021,547987,117
510,Alabama,6/14/2021,548160,173
511,Alabama,6/15/2021,548507,347
512,Alabama,6/16/2021,548581,74
513,Alabama,6/17/2021,548654,73
514,Alaska,1/22/2020,0,0
515,Alaska,1/23/2020,0,0
516,Alaska,1/24/2020,0,0
517,Alaska,1/25/2020,0,0
518,Alaska,1/26/2020,0,0
519,Alaska,1/27/2020,0,0
520,Alaska,1/28/2020,0,0
521,Alaska,1/29/2020,0,0
522,Alaska,1/30/2020,0,0
523,Alaska,1/31/2020,0,0
524,Alaska,2/1/2020,0,0
525,Alaska,2/2/2020,0,0
526,Alaska,2/3/2020,0,0
527,Alaska,2/4/2020,0,0
528,Alaska,2/5/2020,0,0
529,Alaska,2/6/2020,0,0
530,Alaska,2/7/2020,0,0
531,Alaska,2/8/2020,0,0
532,Alaska,2/9/2020,0,0
533,Alaska,2/10/2020,0,0
534,Alaska,2/11/2020,0,0
535,Alaska,2/12/2020,0,0
536,Alaska,2/13/2020,0,0
537,Alaska,2/14/2020,0,0
538,Alaska,2/15/2020,0,0
539,Alaska,2/16/2020,0,0
540,Alaska,2/17/2020,0,0
541,Alaska,2/18/2020,0,0
542,Alaska,2/19/2020,0,0
543,Alaska,2/20/2020,0,0
544,Alaska,2/21/2020,0,0
545,Alaska,2/22/2020,0,0
546,Alaska,2/23/2020,0,0
547,Alaska,2/24/2020,0,0
548,Alaska,2/25/2020,0,0
549,Alaska,2/26/2020,0,0
550,Alaska,2/27/2020,0,0
551,Alaska,2/28/2020,0,0
552,Alaska,2/29/2020,0,0
553,Alaska,3/1/2020,0,0
554,Alaska,3/2/2020,0,0
555,Alaska,3/3/2020,0,0
556,Alaska,3/4/2020,0,0
557,Alaska,3/5/2020,0,0
558,Alaska,3/6/2020,0,0
559,Alaska,3/7/2020,0,0
560,Alaska,3/8/2020,0,0
561,Alaska,3/9/2020,0,0
562,Alaska,3/10/2020,0,0
563,Alaska,3/11/2020,0,0
564,Alaska,3/12/2020,0,0
565,Alaska,3/13/2020,1,1
566,Alaska,3/14/2020,1,0
567,Alaska,3/15/2020,1,0
568,Alaska,3/16/2020,1,0
569,Alaska,3/17/2020,3,2
570,Alaska,3/18/2020,8,5
571,Alaska,3/19/2020,11,3
572,Alaska,3/20/2020,14,3
573,Alaska,3/21/2020,15,1
574,Alaska,3/22/2020,25,10
575,Alaska,3/23/2020,38,13
576,Alaska,3/24/2020,42,4
577,Alaska,3/25/2020,49,7
578,Alaska,3/26/2020,63,14
579,Alaska,3/27/2020,74,11
580,Alaska,3/28/2020,91,17
581,Alaska,3/29/2020,110,19
582,Alaska,3/30/2020,118,8
583,Alaska,3/31/2020,128,10
584,Alaska,4/1/2020,141,13
585,Alaska,4/2/2020,149,8
586,Alaska,4/3/2020,160,11
587,Alaska,4/4/2020,171,11
588,Alaska,4/5/2020,185,14
589,Alaska,4/6/2020,191,6
590,Alaska,4/7/2020,213,22
591,Alaska,4/8/2020,226,13
592,Alaska,4/9/2020,235,9
593,Alaska,4/10/2020,246,11
594,Alaska,4/11/2020,257,11
595,Alaska,4/12/2020,272,15
596,Alaska,4/13/2020,277,5
597,Alaska,4/14/2020,285,8
598,Alaska,4/15/2020,293,8
599,Alaska,4/16/2020,300,7
600,Alaska,4/17/2020,309,9
601,Alaska,4/18/2020,314,5
602,Alaska,4/19/2020,319,5
603,Alaska,4/20/2020,321,2
604,Alaska,4/21/2020,329,8
605,Alaska,4/22/2020,335,6
606,Alaska,4/23/2020,337,2
607,Alaska,4/24/2020,339,2
608,Alaska,4/25/2020,339,0
609,Alaska,4/26/2020,341,2
610,Alaska,4/27/2020,345,4
611,Alaska,4/28/2020,351,6
612,Alaska,4/29/2020,355,4
613,Alaska,4/30/2020,355,0
614,Alaska,5/1/2020,364,9
615,Alaska,5/2/2020,365,1
616,Alaska,5/3/2020,368,3
617,Alaska,5/4/2020,370,2
618,Alaska,5/5/2020,371,1
619,Alaska,5/6/2020,372,1
620,Alaska,5/7/2020,374,2
621,Alaska,5/8/2020,377,3
622,Alaska,5/9/2020,378,1
623,Alaska,5/10/2020,379,1
624,Alaska,5/11/2020,381,2
625,Alaska,5/12/2020,383,2
626,Alaska,5/13/2020,384,1
627,Alaska,5/14/2020,389,5
628,Alaska,5/15/2020,390,1
629,Alaska,5/16/2020,394,4
630,Alaska,5/17/2020,398,4
631,Alaska,5/18/2020,401,3
632,Alaska,5/19/2020,401,0
633,Alaska,5/20/2020,404,3
634,Alaska,5/21/2020,404,0
635,Alaska,5/22/2020,406,2
636,Alaska,5/23/2020,410,4
637,Alaska,5/24/2020,410,0
638,Alaska,5/25/2020,411,1
639,Alaska,5/26/2020,413,2
640,Alaska,5/27/2020,414,1
641,Alaska,5/28/2020,427,13
642,Alaska,5/29/2020,432,5
643,Alaska,5/30/2020,435,3
644,Alaska,5/31/2020,463,28
645,Alaska,6/1/2020,470,7
646,Alaska,6/2/2020,490,20
647,Alaska,6/3/2020,508,18
648,Alaska,6/4/2020,518,10
649,Alaska,6/5/2020,529,11
650,Alaska,6/6/2020,541,12
651,Alaska,6/7/2020,549,8
652,Alaska,6/8/2020,567,18
653,Alaska,6/9/2020,578,11
654,Alaska,6/10/2020,598,20
655,Alaska,6/11/2020,616,18
656,Alaska,6/12/2020,630,14
657,Alaska,6/13/2020,656,26
658,Alaska,6/14/2020,665,9
659,Alaska,6/15/2020,668,3
660,Alaska,6/16/2020,681,13
661,Alaska,6/17/2020,701,20
662,Alaska,6/18/2020,713,12
663,Alaska,6/19/2020,729,16
664,Alaska,6/20/2020,750,21
665,Alaska,6/21/2020,761,11
666,Alaska,6/22/2020,767,6
667,Alaska,6/23/2020,783,16
668,Alaska,6/24/2020,797,14
669,Alaska,6/25/2020,821,24
670,Alaska,6/26/2020,839,18
671,Alaska,6/27/2020,858,19
672,Alaska,6/28/2020,887,29
673,Alaska,6/29/2020,908,21
674,Alaska,6/30/2020,944,36
675,Alaska,7/1/2020,982,38
676,Alaska,7/2/2020,1020,38
677,Alaska,7/3/2020,1065,45
678,Alaska,7/4/2020,1114,49
679,Alaska,7/5/2020,1141,27
680,Alaska,7/6/2020,1168,27
681,Alaska,7/7/2020,1186,18
682,Alaska,7/8/2020,1226,40
683,Alaska,7/9/2020,1273,47
684,Alaska,7/10/2020,1323,50
685,Alaska,7/11/2020,1386,63
686,Alaska,7/12/2020,1478,92
687,Alaska,7/13/2020,1537,59
688,Alaska,7/14/2020,1580,43
689,Alaska,7/15/2020,1631,51
690,Alaska,7/16/2020,1694,63
691,Alaska,7/17/2020,1736,42
692,Alaska,7/18/2020,1798,62
693,Alaska,7/19/2020,1881,83
694,Alaska,7/20/2020,1954,73
695,Alaska,7/21/2020,2044,90
696,Alaska,7/22/2020,2138,94
697,Alaska,7/23/2020,2202,64
698,Alaska,7/24/2020,2259,57
699,Alaska,7/25/2020,2347,88
700,Alaska,7/26/2020,2532,185
701,Alaska,7/27/2020,2626,94
702,Alaska,7/28/2020,2735,109
703,Alaska,7/29/2020,2803,68
704,Alaska,7/30/2020,2887,84
705,Alaska,7/31/2020,2993,106
706,Alaska,8/1/2020,3138,145
707,Alaska,8/2/2020,3274,136
708,Alaska,8/3/2020,3333,59
709,Alaska,8/4/2020,3393,60
710,Alaska,8/5/2020,3448,55
711,Alaska,8/6/2020,3488,40
712,Alaska,8/7/2020,3543,55
713,Alaska,8/8/2020,3622,79
714,Alaska,8/9/2020,3720,98
715,Alaska,8/10/2020,3788,68
716,Alaska,8/11/2020,3837,49
717,Alaska,8/12/2020,3898,61
718,Alaska,8/13/2020,3979,81
719,Alaska,8/14/2020,4079,100
720,Alaska,8/15/2020,4163,84
721,Alaska,8/16/2020,4265,102
722,Alaska,8/17/2020,4315,50
723,Alaska,8/18/2020,4381,66
724,Alaska,8/19/2020,4454,73
725,Alaska,8/20/2020,4537,83
726,Alaska,8/21/2020,4606,69
727,Alaska,8/22/2020,4694,88
728,Alaska,8/23/2020,4760,66
729,Alaska,8/24/2020,4832,72
730,Alaska,8/25/2020,4865,33
731,Alaska,8/26/2020,4917,52
732,Alaska,8/27/2020,5002,85
733,Alaska,8/28/2020,5118,116
734,Alaska,8/29/2020,5211,93
735,Alaska,8/30/2020,5254,43
736,Alaska,8/31/2020,5290,36
737,Alaska,9/1/2020,5325,35
